,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
531,GAZP.MM,Gazprom PAO,True,Europe
532,RMHJ.J,RMB Holdings Ltd,True,Africa
533,ALBAV.HE,Alandsbanken Abp,True,Europe
534,CTY1S.HE,Citycon Oyj,True,Europe
535,KOG.OL,Kongsberg Gruppen ASA,True,Europe
536,ALMB.CO,ALM. Brand A/S,True,Europe
537,BO.CO,Bang & Olufsen A/S,True,Europe
538,GABR.CO,Gabriel Holding A/S,True,Europe
539,COLOb.CO,Coloplast A/S,True,Europe
540,MAERSKb.CO,AP Moeller - Maersk A/S,True,Europe
541,DANSKE.CO,Danske Bank A/S,True,Europe
542,DFDS.CO,DFDS AS,True,Europe
543,GN.CO,GN Store Nord A/S,True,Europe
544,ALKb.CO,ALK-Abello A/S,True,Europe
545,SPGP.CO,SP Group A/S,True,Europe
546,JYSK.CO,Jyske Bank A/S,True,Europe
547,RBREW.CO,Royal Unibrew A/S,True,Europe
548,TIV.CO,Tivoli A/S,True,Europe
549,NKT.CO,Nkt A/S,True,Europe
550,NOVOb.CO,Novo Nordisk A/S,True,Europe
551,PAALb.CO,Per Aarsleff Holding A/S,True,Europe
552,RILBA.CO,Ringkjoebing Landbobank A/S,True,Europe
553,FLS.CO,FLSmidth & Co A/S,True,Europe
554,AUDK.LU,RTL Group SA,True,Europe
555,SGSN.S,SGS SA,True,Europe
556,AALB.AS,Aalberts NV,True,Europe
557,BAMN.AS,Koninklijke BAM Groep NV,True,Europe
558,HEBAb.ST,HEBA Fastighets AB,True,Europe
559,TABK.PR,Philip Morris CR as,True,Europe
560,CORB.AS,Corbion NV,True,Europe
561,ETN.N,Eaton Corporation PLC,True,Europe
562,HEIO.AS,Heineken Holding NV,True,Europe
563,HEIN.AS,Heineken NV,True,Europe
564,SBMO.AS,SBM Offshore NV,True,Europe
565,PHG.AS,Koninklijke Philips NV,True,Europe
566,KRKG.LJ,Krka dd Novo Mesto,True,Europe
567,SVEL.AS,Kendrion NV,True,Europe
568,TWKNc.AS,TKH Group NV,True,Europe
569,GBU.V,Gabriel Resources Ltd,True,Europe
570,BERGb.ST,Bergman & Beving AB,True,Europe
571,VASN.AS,Vastned Retail NV,True,Europe
572,UIE.CO,UIE PLC,True,Europe
573,ALK.AX,Alkane Resources Ltd,True,Oceania
574,BMWG.DE,Bayerische Motoren Werke AG,True,Europe
575,SAN.MC,Banco Santander SA,True,Europe
576,BOQ.AX,Bank of Queensland Ltd,True,Oceania
577,BOLJ.ST,Bong AB,True,Europe
578,BXB.AX,Brambles Ltd,True,Oceania
579,BKW.AX,Brickworks Ltd,True,Oceania
580,BHP.AX,BHP Group Ltd,True,Oceania
581,EMII.MI,Bper Banca SpA,True,Europe
582,ALD.AX,Ampol Ltd,True,Oceania
583,ALQ.AX,ALS Ltd,True,Oceania
584,RIO.AX,Rio Tinto Ltd,True,Oceania
585,SHV.AX,Select Harvests Ltd,True,Oceania
586,ERA.AX,Energy Resources Of Australia Ltd,True,Oceania
587,SQZ.L,Serica Energy PLC,True,Europe
588,NUF.AX,Nufarm Ltd,True,Oceania
589,FAR.AX,FAR Ltd,True,Oceania
590,FPH.NZ,Fisher & Paykel Healthcare Corporation Ltd,True,Oceania
591,GPT.AX,GPT Group,True,Oceania
592,MCM.AX,MC Mining Ltd,True,Oceania
593,CSBJ.J,Cashbuild Ltd,True,Africa
594,AOV.AX,Amotiv Ltd,True,Oceania
595,ORI.AX,Orica Ltd,True,Oceania
596,ALB.MC,Corporacion Financiera Alba SA,True,Europe
597,LLC.AX,LendLease Group,True,Oceania
598,PNR.N,Pentair PLC,True,Europe
599,LYC.AX,Lynas Rare Earths Ltd,True,Oceania
600,MAH.AX,Macmahon Holdings Ltd,True,Oceania
601,JET2.L,Jet2 PLC,True,Europe
602,RM.L,RM PLC,True,Europe
603,CVN.AX,Carnarvon Energy Ltd,True,Oceania
604,SUN.AX,Suncorp Group Ltd,True,Oceania
605,MXI.AX,Maxiparts Ltd,True,Oceania
606,FSV.L,Fidelity Special Values PLC,True,Europe
607,MCP.AX,McPherson's Ltd,True,Oceania
608,REH.AX,Reece Ltd,True,Oceania
609,STO.AX,Santos Ltd,True,Oceania
610,SOL.AX,Washington H Soul Pattinson and Company Ltd,True,Oceania
611,TEF.MC,Telefonica SA,True,Europe
612,SGP.AX,Stockland Corporation Ltd,True,Oceania
613,KAPJ.J,Kap Ltd,True,Africa
614,WES.AX,Wesfarmers Ltd,True,Oceania
615,ILU.AX,Iluka Resources Ltd,True,Oceania
616,JIN.AX,Jumbo Interactive Ltd,True,Oceania
617,WDS.AX,Woodside Energy Group Ltd,True,Oceania
618,CBA.AX,Commonwealth Bank of Australia,True,Oceania
619,NRC.OL,NRC Group ASA,True,Europe
620,BONHR.OL,Bonheur ASA,True,Europe
621,BVTJ.J,Bidvest Group Ltd,True,Africa
622,ATEA.OL,Atea ASA,True,Europe
623,DNO.OL,Dno ASA,True,Europe
624,NHY.OL,Norsk Hydro ASA,True,Europe
625,ORK.OL,Orkla ASA,True,Europe
626,ODF.OL,Odfjell SE,True,Europe
627,OLT.OL,Olav Thon Eiendomsselskap ASA,True,Europe
628,TOM.OL,Tomra Systems ASA,True,Europe
629,STB.OL,Storebrand ASA,True,Europe
630,VEI.OL,Veidekke ASA,True,Europe
631,WWI.OL,Wilh Wilhelmsen Holding ASA,True,Europe
632,CECG.DE,CECONOMY AG,True,Europe
633,ECORE.L,Ecora Resources PLC,True,Europe
634,APE.AX,Eagers Automotive Ltd,True,Oceania
635,AEGN.AS,Aegon Ltd,True,Europe
636,EQT.AX,EQT Holdings Ltd,True,Oceania
637,FNMI.MI,FNM SpA,True,Europe
638,JMG.L,JPmorgan Emerging Markets Investment Trust PLC,True,Europe
639,FSKRS.HE,Fiskars Oyj Abp,True,Europe
640,SOFb.ST,Softronic AB,True,Europe
641,GWA.AX,GWA Group Ltd,True,Oceania
642,MOLB.BU,MOL Magyar Olaj es Gazipari Nyrt,True,Europe
643,GNDJ.J,Grindrod Ltd,True,Africa
644,GRTJ.J,Growthpoint Properties Ltd,True,Africa
645,HBR.L,Harbour Energy PLC,True,Europe
646,PEABb.ST,Peab AB,True,Europe
647,HVN.AX,Harvey Norman Holdings Ltd,True,Oceania
648,JLEC.L,Jersey Electricity PLC,True,Europe
649,HYPJ.J,Hyprop Investments Ltd,True,Africa
650,MTHH.CO,MT Hoejgaard Holding A/S,True,Europe
651,HCIJ.J,Hosken Consolidated Investments Ltd,True,Africa
652,HDCJ.J,Hudaco Industries Ltd,True,Africa
653,WLSNc.AS,Wolters Kluwer NV,True,Europe
654,GNC.L,Greencore Group PLC,True,Europe
655,1208.HK,MMG Ltd,True,Oceania
656,ITEJ.J,Italtile Ltd,True,Africa
657,RRL.AX,Regis Resources Ltd,True,Oceania
658,AMSU.L,Advanced Medical Solutions Group PLC,True,Europe
659,KABEb.ST,KABE Group AB,True,Europe
660,RNK.L,Rank Group PLC,True,Europe
661,AGM.CS,Agma SA,True,Africa
662,MAQ.AX,Macquarie Technology Group Ltd,True,Oceania
663,ASB.AX,Austal Ltd,True,Oceania
664,CQR.AX,Charter Hall Retail REIT,True,Oceania
665,ALL.AX,Aristocrat Leisure Ltd,True,Oceania
666,IPAR.PA,Interparfums SA,True,Europe
667,MDBI.MI,Mediobanca Banca di Credito Finanziario SpA,True,Europe
668,RROS.ST,Rottneros AB,True,Europe
669,RKN.AX,Reckon Ltd,True,Oceania
670,MTAJ.J,Metair Investments Ltd,True,Africa
671,MTMJ.J,Momentum Group Ltd,True,Africa
672,FSRJ.J,FirstRand Ltd,True,Africa
673,MCG.L,Mobico Group PLC,True,Europe
674,BALN.S,Baloise Holding AG,True,Europe
675,SKC.NZ,Skycity Entertainment Group Ltd,True,Oceania
676,JDAN.CO,Jeudan A/S,True,Europe
677,PARKEN.CO,Parken Sport & Entertainment A/S,True,Europe
678,LIC.AX,Lifestyle Communities Ltd,True,Oceania
679,NOKIA.HE,Nokia Oyj,True,Europe
680,ADRJ.J,Adcorp Holdings Ltd,True,Africa
681,OHLA.MC,Obrascon Huarte Lain SA,True,Europe
682,ACS.MC,ACS Actividades de Construccion y Servicios SA,True,Europe
683,OEMb.ST,OEM International AB,True,Europe
684,OLVAS.HE,Olvi Oyj,True,Europe
685,ORES.ST,Investment Oresund AB,True,Europe
686,TRIA.PA,Trigano SA,True,Europe
687,OUL.CS,Les Eaux Minerales d'oulmes SA,True,Africa
688,YIT.HE,YIT Oyj,True,Europe
689,SOLJ.J,Sasol Ltd,True,Africa
690,ABGJ.J,Absa Group Ltd,True,Africa
691,REB.CS,Rebab Company Ste SA,True,Africa
692,PMV.AX,Premier Investments Ltd,True,Oceania
693,A1N.AX,ARN Media Ltd,True,Oceania
694,RCLJ.J,RCL Foods Ltd,True,Africa
695,AMRN.OQ,Amarin Corporation PLC,True,Europe
696,RIC.AX,Ridley Corporation Ltd,True,Oceania
697,RWEG.DE,RWE AG,True,Europe
698,TRIB.OQ,Trinity Biotech PLC,True,Europe
699,AD.AS,Koninklijke Ahold Delhaize NV,True,Europe
700,TAM.AX,Tanami Gold NL,True,Oceania
701,SIEGn.DE,Siemens AG,True,Europe
702,ALGIL.PA,Groupe Guillin SA,True,Europe
703,SNBN.S,Schweizerische Nationalbank,True,Europe
704,MRPJ.J,Mr Price Group Ltd,True,Africa
705,VIK1V.HE,Viking Line Abp,True,Europe
706,STU.NZ,Steel & Tube Holdings Ltd,True,Oceania
707,INRN.S,Interroll Holding AG,True,Europe
708,TCFP.PA,Thales SA,True,Europe
709,KOMN.S,Komax Holding AG,True,Europe
710,TKAG.DE,thyssenkrupp AG,True,Europe
711,BATJ.J,Brait plc,True,Africa
712,SNI.OL,Stolt-Nielsen Ltd,True,Europe
713,UNPI.MI,Unipol Gruppo SpA,True,Europe
714,ALCOF.PA,Cofidur SA,True,Europe
715,VBGb.ST,VBG Group AB (publ),True,Europe
716,WALLb.ST,Wallenstam AB,True,Europe
717,APZ.AX,Aspen Group Ltd,True,Oceania
718,WEHA.AS,Wereldhave NV,True,Europe
719,JD.L,JD Sports Fashion PLC,True,Europe
720,CIEB.CA,Credit Agricole Egypt SAE,True,Africa
721,ZDJ.CS,Zellidja Ste SA,True,Africa
722,IFAG.H,Ls Invest AG,True,Europe
723,BOGr.AT,Bank of Greece,True,Europe
724,NORTHM.CO,North Media A/S,True,Europe
725,RCSM.MI,Rizzoli Corriere della Sera Mediagroup SpA,True,Europe
726,SID.CS,Ste Nationale de Siderurgie SA,True,Africa
727,COFB.BR,Cofinimmo SA,True,Europe
728,CGDM.PA,Cegedim SA,True,Europe
729,DLTA.ZI,Delta Corp Ltd,True,Africa
730,ENEA.ST,Enea AB,True,Europe
731,ENI.MI,Eni SpA,True,Europe
732,TIGO.OQ,Millicom International Cellular SA,True,Europe
733,ABUK.CA,Abu Qir Fertilizers and Chemical Industries Co SAE,True,Africa
734,LPKG.DE,LPKF Laser & Electronics SE,True,Europe
735,ETEL.CA,Telecom Egypt Co SAE,True,Africa
736,RAYb.ST,RaySearch Laboratories AB (publ),True,Europe
737,EAH.L,ECO Animal Health Group PLC,True,Europe
738,DTEGn.DE,Deutsche Telekom AG,True,Europe
739,FEV.L,Fidelity European Trust PLC,True,Europe
740,COMI.CA,Commercial International Bank Egypt CIB,True,Africa
741,PPCJ.J,PPC Ltd,True,Africa
742,INHG.DE,Indus Holding AG,True,Europe
743,ADIB.CA,Abu Dhabi Islamic Bank Egypt SAE,True,Africa
744,EXPA.CA,Export Development Bank of Egypt SAE,True,Africa
745,FAIT.CA,Faisal Islamic Bank of Egypt SAE,True,Africa
746,DEMANT.CO,Demant A/S,True,Europe
747,WAA.CS,Wafa Assurance SA,True,Africa
748,VAIAS.HE,Vaisala Oyj,True,Europe
749,ORWE.CA,Oriental Weavers Carpets Company (SAE),True,Africa
750,PHAR.CA,Egyptian International Pharmaceutical Industries Company SAE,True,Africa
751,BOPr.AT,Piraeus Financial Holdings SA,True,Europe
752,FBRJ.J,Famous Brands Ltd,True,Africa
753,ASPO.HE,Aspo Oyj,True,Europe
754,SCHO.CO,Schouw & Co A/S,True,Europe
755,UBIP.PA,Ubisoft Entertainment SA,True,Europe
756,CAF.MC,Construcciones y Auxiliar de Ferrocarriles SA,True,Europe
757,MMKV.VI,Mayr-Melnhof Karton AG,True,Europe
758,GCO.MC,Grupo Catalana Occidente SA,True,Europe
759,TIETO.HE,Tietoevry Oyj,True,Europe
760,VIEV.VI,Flughafen Wien AG,True,Europe
761,BORY.WA,Boryszew SA,True,Europe
762,GFM.L,Griffin Mining Ltd,True,Europe
763,FWD.AX,Fleetwood Ltd,True,Oceania
764,LCSW.CA,Lecico Egypt SAE,True,Africa
765,ARYN.S,Aryzta AG,True,Europe
766,HKFOODS.HE,HKFoods Oyj,True,Europe
767,PRN.AX,Perenti Ltd,True,Oceania
768,ZTF.L,Zotefoams PLC,True,Europe
769,SPK.NZ,Spark New Zealand Ltd,True,Oceania
770,ADEN.S,Adecco Group AG,True,Europe
771,AKZO.AS,Akzo Nobel NV,True,Europe
772,ALVG.DE,Allianz SE,True,Europe
773,CPINV.BR,Care Property Invest NV,True,Europe
774,BEIAb.ST,Beijer Alma AB,True,Europe
775,AFRY.ST,Afry AB,True,Europe
776,MUL.L,Mulberry Group PLC,True,Europe
777,NOU.AX,Noumi Ltd,True,Oceania
778,BASFn.DE,BASF SE,True,Europe
779,BCJ.S,Banque Cantonale Du Jura SA,True,Europe
780,INRr.AT,Intracom Holdings SA,True,Europe
781,ADN.AX,Andromeda Metals Ltd,True,Oceania
782,HRMr.AT,GEK Terna SA,True,Europe
783,MFEB.MI,MFE-MEDIAFOREUROPE NV,True,Europe
784,BCP.LS,Banco Comercial Portugues SA,True,Europe
785,CORA.LS,Corticeira Amorim SGPS SA,True,Europe
786,JMT.LS,Jeronimo Martins SGPS SA,True,Europe
787,SJP.L,St James's Place PLC,True,Europe
788,AIRE.S,Airesis SA,True,Europe
789,TRFT.L,Trifast PLC,True,Europe
790,AZN.L,AstraZeneca PLC,True,Europe
791,VTYV.L,Vistry Group PLC,True,Europe
792,AMBUb.CO,Ambu A/S,True,Europe
793,CCV.AX,Cash Converters International Ltd,True,Oceania
794,SGM.AX,Sims Ltd,True,Oceania
795,JEDT.L,Jpmorgan European Discovery Trust PLC,True,Europe
796,RCOP.PA,Remy Cointreau SA,True,Europe
797,KPG.NZ,Kiwi Property Group Ltd,True,Oceania
798,NTZ.N,Natuzzi SpA,True,Europe
799,SCAb.ST,Svenska Cellulosa Aktiebolaget SCA,True,Europe
800,TREJ.J,Trencor Ltd,True,Africa
801,ZUBN.S,Zueblin Immobilien Holding AG,True,Europe
802,PV.DE,Pfeiffer Vacuum Technology AG,True,Europe
803,KRNG.DE,Krones AG,True,Europe
804,VID.MC,Vidrala SA,True,Europe
805,FOEQ.PA,Forestiere Equatoriale SA,True,Africa
806,BPSI.MI,Banca Popolare Di Sondrio SpA,True,Europe
807,CRIP.PA,Chargeurs SA,True,Europe
808,UMI.BR,Umicore SA,True,Europe
809,CALI.MI,Caltagirone SpA,True,Europe
810,SSE.L,SSE PLC,True,Europe
811,BATD.PA,Bastide le Confort Medical SA,True,Europe
812,G1AG.DE,GEA Group AG,True,Europe
813,HBMG.H,Hornbach Baumarkt AG,True,Europe
814,HUFVa.ST,Hufvudstaden AB,True,Europe
815,CB.N,Chubb Ltd,True,Europe
816,SDY.L,Speedy Hire PLC,True,Europe
817,TSGJ.J,Tsogo Sun Ltd,True,Africa
818,JRV.AX,Jervois Global Ltd,True,Oceania
819,PRX.AX,Prodigy Gold NL,True,Oceania
820,BPT.AX,Beach Energy Ltd,True,Oceania
821,CARLb.CO,Carlsberg A/S,True,Europe
822,ANTO.L,Antofagasta PLC,True,Europe
823,BAR.BR,Barco NV,True,Europe
824,ANSY.L,Andrews Sykes Group PLC,True,Europe
825,SATG.DE,Sartorius AG,True,Europe
826,SIM0.F,Simona AG,True,Europe
827,CFEB.BR,Compagnie d'entreprises CFE SA,True,Europe
828,RAND.AS,Randstad NV,True,Europe
829,WARN.S,Warteck Invest AG,True,Europe
830,TSSG.F,InnoTec TSS AG,True,Europe
831,JUNG_p.DE,Jungheinrich AG,True,Europe
832,MKS.L,Marks and Spencer Group PLC,True,Europe
833,GFTG.DE,GFT Technologies SE,True,Europe
834,FEML.L,Fidelity Emerging Markets Ltd,True,Europe
835,KGRG.F,LEWAG Holding AG,True,Europe
836,RHKG.DE,Rhoen Klinikum AG,True,Europe
837,FLT.AX,Flight Centre Travel Group Ltd,True,Oceania
838,STP.WA,Stalprodukt SA,True,Europe
839,MCB.L,McBride PLC,True,Europe
840,RLOJ.J,Reunert Ltd,True,Africa
841,AMSJ.J,Anglo American Platinum Ltd,True,Africa
842,VOSG.DE,Vossloh AG,True,Europe
843,SNTJ.J,Santam Ltd,True,Africa
844,TEM.L,Templeton Emerging Markets Investment Trust PLC,True,Europe
845,PPT.AX,Perpetual Ltd,True,Oceania
846,LASP.CO,Laan & Spar Bank A/S,True,Europe
847,VERB.VI,Verbund AG,True,Europe
848,UNIQ.VI,Uniqa Insurance Group AG,True,Europe
849,FBU.NZ,Fletcher Building Ltd,True,Oceania
850,OKEAC.CO,Det Oestasiatiske Kompagni A/S,True,Europe
851,OMNJ.J,Omnia Holdings Ltd,True,Africa
852,LAEP.PA,Latecoere SA,True,Europe
853,TETR.PA,Touax Sgtr Cite Sgt Cmte Taf Slm Touage Investissements Reunies SCA,True,Europe
854,CASP.PA,Casino Guichard Perrachon SA,True,Europe
855,URW.PA,Unibail-Rodamco-Westfield SE,True,Europe
856,COL.MC,Inmobiliaria Colonial SOCIMI SA,True,Europe
857,SPNO.CO,Spar Nord Bank A/S,True,Europe
858,SWHGg.F,Enercity AG,True,Europe
859,MCM.MC,Miquel y Costas & Miquel SA,True,Europe
860,SOPR.PA,Sopra Steria Group SA,True,Europe
861,MLPG.DE,MLP SE,True,Europe
862,YSO.LS,Sonae SGPS SA,True,Europe
863,BILIa.ST,Bilia AB,True,Europe
864,MBHG_p.F,Maschinenfabrik Berthold Hermle AG,True,Europe
865,SHPJ.J,Shoprite Holdings Ltd,True,Africa
866,TURG.F,Turbon AG,True,Europe
867,FPARa.ST,FastPartner AB,True,Europe
868,ELD.AX,Elders Ltd,True,Oceania
869,ACBr.AT,Alpha Services and Holdings SA,True,Europe
870,NBGr.AT,National Bank of Greece SA,True,Europe
871,LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,True,Europe
872,PEUG.PA,Peugeot Invest SA,True,Europe
873,VIBG_p.DE,Villeroy & Boch AG,True,Europe
874,ILKKA2.HE,Ilkka Oyj,True,Europe
875,DIOR.PA,Christian Dior SE,True,Europe
876,ALPJT.PA,Poujoulat SA,True,Europe
877,SDGI.PA,Synergie SE,True,Europe
878,AGRV.VI,Agrana Beteiligungs AG,True,Europe
879,TRNG.PA,Transgene SA,True,Europe
880,ALHRG.PA,Herige SA,True,Europe
881,SIAG.VI,S Immo AG,True,Europe
882,STRN.S,Schlatter Industries AG,True,Europe
883,SWM.AX,Seven West Media Ltd,True,Oceania
884,WINEW.L,Naked Wines PLC,True,Europe
885,DYL.AX,Deep Yellow Ltd,True,Oceania
886,IMB.L,Imperial Brands PLC,True,Europe
887,ABI.BR,Anheuser-Busch Inbev SA,True,Europe
888,CATb.ST,Catella AB,True,Europe
889,GFTU_u.L,Grafton Group PLC,True,Europe
890,PRGO.N,Perrigo Company PLC,True,Europe
891,TRUJ.J,Truworths International Ltd,True,Africa
892,INVEb.ST,Investor AB,True,Europe
893,RBD.NZ,Restaurant Brands New Zealand Ltd,True,Oceania
894,BIOG.DE,Biotest AG,True,Europe
895,BDTG.DE,Bertrandt AG,True,Europe
896,PCT.L,Polar Capital Technology Trust PLC,True,Europe
897,EAST.CA,Eastern Company SAE,True,Africa
898,UZU.DE,Uzin Utz SE,True,Europe
899,BEAN.S,Belimo Holding AG,True,Europe
900,BBN.S,Bellevue Group AG,True,Europe
901,BION.S,BB Biotech AG,True,Europe
902,NOVN.S,Novartis AG,True,Europe
903,TNE.AX,TechnologyOne Ltd,True,Oceania
904,NETC.L,Netcall PLC,True,Europe
905,VIS.MC,Viscofan SA,True,Europe
906,KGF.L,Kingfisher PLC,True,Europe
907,CNA.L,Centrica PLC,True,Europe
908,CLASb.ST,Clas Ohlson AB,True,Europe
909,VOPA.AS,Koninklijke Vopak NV,True,Europe
910,ECMPA.AS,Eurocommercial Properties NV,True,Europe
911,SN.L,Smith & Nephew PLC,True,Europe
912,AEGJ.J,Aveng Ltd,True,Africa
913,BABr.AT,Jumbo SA,True,Europe
914,WBC.AX,Westpac Banking Corp,True,Oceania
915,PXMP.WA,Polimex Mostostal SA,True,Europe
916,BATS.L,British American Tobacco plc,True,Europe
917,CPG.L,Compass Group PLC,True,Europe
918,HDBK.CA,Housing and Development Bank SAE,True,Africa
919,EXCr.AT,Hellenic Exchanges Athens Stock Exchange SA,True,Europe
920,FAG.ST,Fagerhult Group AB,True,Europe
921,HBLN.S,Hypothekarbank Lenzburg AG,True,Europe
922,CEN.NZ,Contact Energy Ltd,True,Oceania
923,ROTLV.BX,Banca Transilvania SA,True,Europe
924,IMP.BX,Impact Developer & Contractor SA,True,Europe
925,AIR.NZ,Air New Zealand Ltd,True,Oceania
926,EM.MI,Emak SpA,True,Europe
927,FMG.AX,Fortescue Ltd,True,Oceania
928,ARB.AX,ARB Corporation Ltd,True,Oceania
929,HUBN.S,Huber+Suhner AG,True,Europe
930,ORG.AX,Origin Energy Ltd,True,Oceania
931,OPT.AX,Opthea Ltd,True,Oceania
932,CMW.AX,Cromwell Property Group,True,Oceania
933,EBO.NZ,EBOS Group Ltd,True,Oceania
934,EWC.AX,Energy World Corporation Ltd,True,Oceania
935,HLG.NZ,Hallenstein Glasson Holdings Ltd,True,Oceania
936,DOW.AX,Downer EDI Ltd,True,Oceania
937,KCN.AX,Kingsgate Consolidated Ltd,True,Oceania
938,LECN.S,Leclanche SA,True,Europe
939,MND.AX,Monadelphous Group Ltd,True,Oceania
940,CHI.NZ,Channel Infrastructure NZ Ltd,True,Oceania
941,PAC.AX,Pacific Current Group Ltd,True,Oceania
942,IMM.AX,Immutep Ltd,True,Oceania
943,SAN.NZ,Sanford Ltd,True,Oceania
944,SHL.AX,Sonic Healthcare Ltd,True,Oceania
945,THL.NZ,Tourism Holdings Ltd,True,Oceania
946,AFK.OL,Arendals Fossekompani ASA,True,Europe
947,LSAK.OQ,Lesaka Technologies Inc,True,Africa
948,DNB.OL,Dnb Bank ASA,True,Europe
949,REDE.MC,Redeia Corporacion SA,True,Europe
950,ARIJ.J,African Rainbow Minerals Ltd,True,Africa
951,ACLJ.J,Arcelormittal South Africa Ltd,True,Africa
952,APNJ.J,Aspen Pharmacare Holdings Ltd,True,Africa
953,OCEJ.J,Oceana Group Ltd,True,Africa
954,IF.MI,Banca IFIS SpA,True,Europe
955,VAU.AX,Vault Minerals Ltd,True,Oceania
956,CCX.AX,City Chic Collective Ltd,True,Oceania
957,PASS.PA,Passat SA,True,Europe
958,STRO.OL,Strongpoint ASA,True,Europe
959,WKB.S,Banque Cantonale du Valais,True,Europe
960,EKTAb.ST,Elekta AB (publ),True,Europe
961,KINVb.ST,Kinnevik AB,True,Europe
962,GES.N,Guess? Inc,True,Europe
963,BBHKk.H,Deutsche Balaton AG,True,Europe
964,MSONb.ST,Midsona AB,True,Europe
965,NTEA_p.L,Northern Electric PLC,True,Europe
966,HRI.L,Herald Investment Trust PLC,True,Europe
967,FIA1S.HE,Finnair Oyj,True,Europe
968,NG.L,National Grid PLC,True,Europe
969,MOZN.S,Mobilezone Holding AG,True,Europe
970,LAT1V.HE,Lassila & Tikanoja Oyj,True,Europe
971,WRT1V.HE,Wartsila Oyj Abp,True,Europe
972,DRDJ.J,DRDGOLD Ltd,True,Africa
973,TEL2b.ST,Tele2 AB,True,Europe
974,SPGJ.J,Super Group Ltd,True,Africa
975,FUGR.AS,Fugro NV,True,Europe
976,IPX.L,Impax Asset Management Group PLC,True,Europe
977,VLRT.S,Valartis Group AG,True,Europe
978,EDV.TO,Endeavour Mining plc,True,Europe
979,BOS.S,Bossard Holding AG,True,Europe
980,SSABa.ST,SSAB AB,True,Europe
981,KLR.L,Keller Group PLC,True,Europe
982,FMEG.DE,Fresenius Medical Care AG,True,Europe
983,DSV.CO,DSV A/S,True,Europe
984,FLUGb.CO,Flugger group A/S,True,Europe
985,HHDC.CO,H+H International A/S,True,Europe
986,ATT.L,Allianz Technology Trust PLC,True,Europe
987,GRR.AX,Grange Resources Ltd,True,Oceania
988,VJBA.CO,Vestjysk Bank A/S,True,Europe
989,SOLARb.CO,Solar A/S,True,Europe
990,SYDB.CO,Sydbank A/S,True,Europe
991,ATRAV.HE,Atria Oyj,True,Europe
992,OMVV.VI,Omv AG,True,Europe
993,DBG.PA,Derichebourg SA,True,Europe
994,BTGGga.F,Bertelsmann SE & Co KgaA,True,Europe
995,EPEND.ST,Ependion AB,True,Europe
996,TIBN.S,Bergbahnen Engelberg Truebsee Titlis Bet AG,True,Europe
997,HEXAb.ST,Hexagon AB,True,Europe
998,ELANb.ST,Elanders AB,True,Europe
999,XANOb.ST,XANO Industri AB,True,Europe
1000,NOLAb.ST,Nolato AB,True,Europe
1001,SECUb.ST,Securitas AB,True,Europe
1002,BEIJb.ST,Beijer Ref AB (publ),True,Europe
1003,FABG.ST,Fabege AB,True,Europe
1004,ELE.MC,Endesa SA,True,Europe
1005,CONTX.OL,ContextVision AB,True,Europe
1006,SCYR.MC,Sacyr SA,True,Europe
1007,POT.NZ,Port of Tauranga Ltd,True,Oceania
1008,INLJ.J,Investec Ltd,True,Africa
1009,IVTJ.J,Invicta Holdings Ltd,True,Africa
1010,NPHJ.J,Northam Platinum Holdings Ltd,True,Africa
1011,AFGA.OL,Af Gruppen ASA,True,Europe
1012,OCTJ.J,Octodec Investments Ltd,True,Africa
1013,WBOJ.J,Wilson Bayly Holmes - Ovcon Ltd,True,Africa
1014,MRFJ.J,Merafe Resources Ltd,True,Africa
1015,RTX.CO,Rtx A/S,True,Europe
1016,QGEN.N,Qiagen NV,True,Europe
1017,RR.L,Rolls-Royce Holdings PLC,True,Europe
1018,TOWNT.L,Town Centre Securities PLC,True,Europe
1019,RCH.L,Reach PLC,True,Europe
1020,ESCT.L,European Smaller Companies Trust PLC,True,Europe
1021,TTG.L,TT electronics PLC,True,Europe
1022,HWDN.L,Howden Joinery Group PLC,True,Europe
1023,COP1n.DE,CompuGroup Medical SE & Co KgaA,True,Europe
1024,STLN.S,Swiss Steel Holding AG,True,Europe
1025,HSBA.L,HSBC Holdings PLC,True,Europe
1026,FGP.L,FirstGroup PLC,True,Europe
1027,PUMG.DE,Puma SE,True,Europe
1028,CAIV.VI,CA Immobilien Anlagen AG,True,Europe
1029,BSSG.F,Beta Systems Software AG,True,Europe
1030,SLX.AX,Silex Systems Ltd,True,Oceania
1031,BRUN.AS,Brunel International NV,True,Europe
1032,TRA.NZ,Turners Automotive Group Ltd,True,Oceania
1033,STOG_p.DE,Sto SE & Co KgaA,True,Europe
1034,SWEDa.ST,Swedbank AB,True,Europe
1035,EURBr.AT,Eurobank Ergasias Services and Holdings SA,True,Europe
1036,PSG.MC,Prosegur Compania de Seguridad SA,True,Europe
1037,ASCN.S,Ascom Holding AG,True,Europe
1038,MAP.MC,Mapfre SA,True,Europe
1039,REP.MC,Repsol SA,True,Europe
1040,EVT.AX,EVT Ltd,True,Oceania
1041,HZN.AX,Horizon Oil Ltd,True,Oceania
1042,ANN.AX,Ansell Ltd,True,Oceania
1043,LIO.L,Liontrust Asset Management PLC,True,Europe
1044,JDW.L,J D Wetherspoon PLC,True,Europe
