,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
12711,KAR.N,Openlane Inc,True,Americas
12712,EDMCQ.PK,Education Management Corp,True,Americas
12713,PEB.N,Pebblebrook Hotel Trust,True,Americas
12714,ORGS.PK,Orgenesis Inc,True,Americas
12715,GNRC.N,Generac Holdings Inc,True,Americas
12716,TWO.N,Two Harbors Investment Corp,True,Americas
12717,FLRY3.SA,Fleury SA,True,Americas
12718,CVE.TO,Cenovus Energy Inc,True,Americas
12719,PMET.TO,Patriot Battery Metals Inc,True,Americas
12720,WSR.N,Whitestone REIT,True,Americas
12721,PRI.N,Primerica Inc,True,Americas
12722,LEA.N,Lear Corp,True,Americas
12723,MXL.OQ,Maxlinear Inc,True,Americas
12724,TRNO.N,Terreno Realty Corp,True,Americas
12725,PXT.TO,Parex Resources Inc,True,Americas
12726,QNST.OQ,QuinStreet Inc,True,Americas
12727,CALX.N,Calix Inc,True,Americas
12728,IRWD.OQ,Ironwood Pharmaceuticals Inc,True,Americas
12729,ST.N,Sensata Technologies Holding PLC,True,Americas
12730,GGD.TO,GoGold Resources Inc,True,Americas
12731,RVYL.OQ,Ryvyl Inc,True,Americas
12732,SPSC.OQ,SPS Commerce Inc,True,Americas
12733,PPC.OQ,Pilgrims Pride Corp,True,Americas
12734,FIBK.OQ,First Interstate Bancsystem Inc,True,Americas
12735,WEED.TO,Canopy Growth Corp,True,Americas
12736,RYI.N,Ryerson Holding Corp,True,Americas
12737,GEB.CN,Grupo Energia Bogota SA ESP,True,Americas
12738,SIS.CN,Grupo de Inversiones Suramericana SA,True,Americas
12739,PLOW.N,Douglas Dynamics Inc,True,Americas
12740,TSLA.OQ,Tesla Inc,True,Americas
12741,PDM.N,Piedmont Office Realty Trust Inc,True,Americas
12742,NWH_u.TO,NorthWest Healthcare Properties REIT,True,Americas
12743,SIMH3.SA,Simpar SA,True,Americas
12744,SES.TO,Secure Energy Services Inc,True,Americas
12745,SIA.TO,Sienna Senior Living Inc,True,Americas
12746,HPP.N,Hudson Pacific Properties Inc,True,Americas
12747,EXPRQ.PK,Express Inc,True,Americas
12748,GDOT.N,Green Dot Corp,True,Americas
12749,CBOE.Z,Cboe Global Markets Inc,True,Americas
12750,ECOR3.SA,Ecorodovias Infraestrutura e Logistica SA,True,Americas
12751,ATH.TO,Athabasca Oil Corp,True,Americas
12752,AMRC.N,Ameresco Inc,True,Americas
12753,AOSL.OQ,Alpha and Omega Semiconductor Ltd,True,Americas
12754,GBDC.OQ,Golub Capital BDC Inc,True,Americas
12755,CLDT.N,Chatham Lodging Trust,True,Americas
12756,CPAY.N,Corpay Inc,True,Americas
12757,CHDRAUIB.MX,Grupo Comercial Chedraui SAB de CV,True,Americas
12758,NVO.TO,Novo Resources Corp,True,Americas
12759,PETROBC1.LM,Petroleos del Peru Petroperu SA,True,Americas
12760,EU.V,enCore Energy Corp,True,Americas
12761,ACTINVRB.MX,Corporacion Actinver SAB de CV,True,Americas
12762,RRTS.PK,Roadrunner Transportation Systems Inc,True,Americas
12763,CRMD.OQ,CorMedix Inc,True,Americas
12764,ELMD.A,Electromed Inc,True,Americas
12765,CPS.N,Cooper-Standard Holdings Inc,True,Americas
12766,GM.N,General Motors Co,True,Americas
12767,VPG.N,Vishay Precision Group Inc,True,Americas
12768,VRA.OQ,Vera Bradley Inc,True,Americas
12769,QUAD.N,Quad/Graphics Inc,True,Americas
12770,MEG.TO,MEG Energy Corp,True,Americas
12771,LPLA.OQ,LPL Financial Holdings Inc,True,Americas
12772,BWXT.N,BWX Technologies Inc,True,Americas
12773,APLE.N,Apple Hospitality REIT Inc,True,Americas
12774,FSK.N,FS KKR Capital Corp,True,Americas
12775,ASMB.OQ,Assembly Biosciences Inc,True,Americas
12776,STAG.N,STAG Industrial Inc,True,Americas
12777,META.OQ,Meta Platforms Inc,True,Americas
12778,PRIO3.SA,Prio SA,True,Americas
12779,WD.N,Walker & Dunlop Inc,True,Americas
12780,BAH.N,Booz Allen Hamilton Holding Corp,True,Americas
12781,LAND.OQ,Gladstone Land Corp,True,Americas
12782,INN.N,Summit Hotel Properties Inc,True,Americas
12783,GEVO.OQ,Gevo Inc,True,Americas
12784,PACB.OQ,Pacific Biosciences of California Inc,True,Americas
12785,EFC.N,Ellington Financial Inc,True,Americas
12786,TRGP.N,Targa Resources Corp,True,Americas
12787,AAT.N,American Assets Trust Inc,True,Americas
12788,SAVEQ.PK,Spirit Airlines Inc,True,Americas
12789,VC.OQ,Visteon Corp,True,Americas
12790,HEAR.OQ,Turtle Beach Corp,True,Americas
12791,DVI_p.CN,Banco Davivienda SA,True,Americas
12792,SPORTS.MX,Grupo Sports World SAB de CV,True,Americas
12793,TOU.TO,Tourmaline Oil Corp (Alberta),True,Americas
12794,BCOV.OQ,Brightcove Inc,True,Americas
12795,EXALMC1.LM,Pesquera Exalmar SAA,True,Americas
12796,ALEATIC.MX,Aleatica SAB de CV,True,Americas
12797,HHH.N,Howard Hughes Holdings Inc,True,Americas
12798,MNMD.OQ,Mind Medicine (MindMed) Inc,True,Americas
12799,3665.TW,BizLink Holding Inc,True,Americas
12800,PCRX.OQ,Pacira Biosciences Inc,True,Americas
12801,KNT.TO,K92 Mining Inc,True,Americas
12802,BKU.N,BankUnited Inc,True,Americas
12803,CDW.OQ,CDW Corp,True,Americas
12804,OFED.PK,Oconee Federal Financial Corp,True,Americas
12805,GCDIm.BA,GCDI SA,True,Americas
12806,SBRA.OQ,Sabra Health Care REIT Inc,True,Americas
12807,TLPH.OQ,Talphera Inc,True,Americas
12808,KMI.N,Kinder Morgan Inc,True,Americas
12809,MTRm.BA,Matba Rofex SA,True,Americas
12810,FRCB.PK,First Republic Bank,True,Americas
12811,TROX.N,Tronox Holdings PLC,True,Americas
12812,TTSH.OQ,Tile Shop Holdings Inc,True,Americas
12813,MTBLY.PK,Moatable Inc,True,Americas
12814,CTGO.A,Contango ORE Inc,True,Americas
12815,INVJm.BA,Inversora Juramento SA,True,Americas
12816,ASPU.PK,Aspen Group Inc,True,Americas
12817,GENTERA.MX,Gentera SAB de CV,True,Americas
12818,AZZA3.SA,Azzas 2154 SA,True,Americas
12819,HCA.N,HCA Healthcare Inc,True,Americas
12820,SUPN.OQ,Supernus Pharmaceuticals Inc,True,Americas
12821,MFRISCOA1.MX,Minera Frisco SAB de CV,True,Americas
12822,EXPI.OQ,eXp World Holdings Inc,True,Americas
12823,AL.N,Air Lease Corp,True,Americas
12824,KOS.N,Kosmos Energy Ltd,True,Americas
12825,FUNO11.MX,Fibra Uno Administracion SA de CV,True,Americas
12826,RLJ.N,RLJ Lodging Trust,True,Americas
12827,THR.N,Thermon Group Holdings Inc,True,Americas
12828,ALOS3.SA,Allos SA,True,Americas
12829,GOLD.TO,GoldMining Inc,True,Americas
12830,NGL.N,NGL Energy Partners LP,True,Americas
12831,MARA.OQ,MARA Holdings Inc,True,Americas
12832,EFN.TO,Element Fleet Management Corp,True,Americas
12833,MGLU3.SA,Magazine Luiza SA,True,Americas
12834,MITT.N,AG Mortgage Investment Trust Inc,True,Americas
12835,NUTX.OQ,Nutex Health Inc,True,Americas
12836,HII.N,Huntington Ingalls Industries Inc,True,Americas
12837,PK.N,Park Hotels & Resorts Inc,True,Americas
12838,APO.N,Apollo Global Management Inc,True,Americas
12839,SXC.N,SunCoke Energy Inc,True,Americas
12840,SPLP.N,Steel Partners Holdings LP,True,Americas
12841,JMSB.OQ,John Marshall Bancorp Inc,True,Americas
12842,LGD.TO,Liberty Gold Corp,True,Americas
12843,CLSK.OQ,CleanSpark Inc,True,Americas
12844,ARCO.N,Arcos Dorados Holdings Inc,True,Americas
12845,CHEF.OQ,Chefs' Warehouse Inc,True,Americas
12846,PI.OQ,Impinj Inc,True,Americas
12847,LVO.OQ,LiveOne Inc,True,Americas
12848,ALSN.N,Allison Transmission Holdings Inc,True,Americas
12849,ORC.N,Orchid Island Capital Inc,True,Americas
12850,HMST.OQ,HomeStreet Inc,True,Americas
12851,RA.MX,Regional SAB de CV,True,Americas
12852,MSBI.OQ,Midland States Bancorp Inc,True,Americas
12853,RM.N,Regional Management Corp,True,Americas
12854,RECV3.SA,Petroreconcavo SA,True,Americas
12855,MAMA.OQ,Mama's Creations Inc,True,Americas
12856,EFX.TO,Enerflex Ltd,True,Americas
12857,PPTA.TO,Perpetua Resources Corp,True,Americas
12858,GEI.TO,Gibson Energy Inc,True,Americas
12859,CIVI.N,Civitas Resources Inc,True,Americas
12860,PNCa.TO,Postmedia Network Canada Corp,True,Americas
12861,USAC.N,USA Compression Partners LP,True,Americas
12862,EPAM.N,Epam Systems Inc,True,Americas
12863,AMBA.OQ,Ambarella Inc,True,Americas
12864,AMCX.OQ,AMC Networks Inc,True,Americas
12865,ENPH.OQ,Enphase Energy Inc,True,Americas
12866,UI.N,Ubiquiti Inc,True,Americas
12867,MPC.N,Marathon Petroleum Corp,True,Americas
12868,ASPN.N,Aspen Aerogels Inc,True,Americas
12869,QUAL3.SA,Qualicorp Consultoria e Corretora de Seguros SA,True,Americas
12870,TSE.N,Trinseo PLC,True,Americas
12871,TLYS.N,Tillys Inc,True,Americas
12872,PRV_u.TO,PRO Real Estate Investment Trust,True,Americas
12873,GATO.TO,Gatos Silver Inc,True,Americas
12874,APAM.N,Artisan Partners Asset Management Inc,True,Americas
12875,CTXR.OQ,Citius Pharmaceuticals Inc,True,Americas
12876,ECO.TO,EcoSynthetix Inc,True,Americas
12877,YELP.N,Yelp Inc,True,Americas
12878,NCLH.N,Norwegian Cruise Line Holdings Ltd,True,Americas
12879,PLAY.OQ,Dave & Buster's Entertainment Inc,True,Americas
12880,PRLB.N,Proto Labs Inc,True,Americas
12881,MTSI.OQ,MACOM Technology Solutions Holdings Inc,True,Americas
12882,VTOL.N,Bristow Group Inc,True,Americas
12883,TCPC.OQ,BlackRock TCP Capital Corp,True,Americas
12884,FUBO.N,Fubotv Inc,True,Americas
12885,MTDR.N,Matador Resources Co,True,Americas
12886,CVCB3.SA,CVC Brasil Operadora e Agencia de Viagens SA,True,Americas
12887,NFI.TO,NFI Group Inc,True,Americas
12888,VTLE.N,Vital Energy Inc,True,Americas
12889,SFBS.N,ServisFirst Bancshares Inc,True,Americas
12890,ANGI.OQ,Angi Inc,True,Americas
12891,SNDR.N,Schneider National Inc,True,Americas
12892,FET.N,Forum Energy Technologies Inc,True,Americas
12893,GWRE.N,Guidewire Software Inc,True,Americas
12894,4966.TWO,Parade Technologies Ltd,True,Americas
12895,LEVI.N,Levi Strauss & Co,True,Americas
12896,RH.N,RH,True,Americas
12897,FBIN.N,Fortune Brands Innovations Inc,True,Americas
12898,ACRE.N,Ares Commercial Real Estate Corp,True,Americas
12899,PFGC.N,Performance Food Group Co,True,Americas
12900,ABEV3.SA,Ambev SA,True,Americas
12901,FBIO.OQ,Fortress Biotech Inc,True,Americas
12902,FSBW.OQ,FS Bancorp Inc,True,Americas
12903,LC.N,LendingClub Corp,True,Americas
12904,XYL.N,Xylem Inc,True,Americas
12905,GNE.N,Genie Energy Ltd,True,Americas
12906,GRPN.OQ,Groupon Inc,True,Americas
12907,GMRE.N,Global Medical REIT Inc,True,Americas
12908,VSTM.OQ,Verastem Inc,True,Americas
12909,VAC.N,Marriott Vacations Worldwide Corp,True,Americas
12910,STKS.OQ,One Group Hospitality Inc,True,Americas
12911,ILLM.TO,illumin Holdings Inc,True,Americas
12912,PBF.N,PBF Energy Inc,True,Americas
12913,CHTR.OQ,Charter Communications Inc,True,Americas
12914,OGI.TO,OrganiGram Holdings Inc,True,Americas
12915,TGLS.N,Tecnoglass Inc,True,Americas
12916,PBYI.OQ,Puma Biotechnology Inc,True,Americas
12917,TRIP.OQ,Tripadvisor Inc,True,Americas
12918,4958.TW,Zhen Ding Technology Holding Ltd,True,Americas
12919,AIHC1.LM,Andino Investment Holding SAA,True,Americas
12920,GOGO.OQ,Gogo Inc,True,Americas
12921,CUBI.N,Customers Bancorp Inc,True,Americas
12922,PSX.N,Phillips 66,True,Americas
12923,HTBI.OQ,HomeTrust Bancshares Inc,True,Americas
12924,JAVER.MX,Servicios Corporativos Javer SAB de CV,True,Americas
12925,ACHC.OQ,Acadia Healthcare Company Inc,True,Americas
12926,CG.OQ,Carlyle Group Inc,True,Americas
12927,ALPEKA.MX,Alpek SAB de CV,True,Americas
12928,POST.N,Post Holdings Inc,True,Americas
12929,ESRT.N,Empire State Realty Trust Inc,True,Americas
12930,ATOS.OQ,Atossa Therapeutics Inc,True,Americas
12931,FANG.OQ,Diamondback Energy Inc,True,Americas
12932,SMSAAM.SN,Sociedad Matriz SAAM SA,True,Americas
12933,CON.CN,Construcciones el Condor SA,True,Americas
12934,MRG_u.TO,Morguard North American Residential Real Estate Investment Trust,True,Americas
12935,RCEL.OQ,AVITA Medical Inc,True,Americas
12936,BERY.N,Berry Global Group Inc,True,Americas
12937,COOP.OQ,Mr Cooper Group Inc,True,Americas
12938,GMED.N,Globus Medical Inc,True,Americas
12939,ADMA.OQ,ADMA Biologics Inc,True,Americas
12940,PANW.OQ,Palo Alto Networks Inc,True,Americas
12941,LAUR.OQ,Laureate Education Inc,True,Americas
12942,FIVE.OQ,Five Below Inc,True,Americas
12943,NOW.N,ServiceNow Inc,True,Americas
12944,WELL.TO,WELL Health Technologies Corp,True,Americas
12945,SSTK.N,Shutterstock Inc,True,Americas
12946,CLPT.OQ,Clearpoint Neuro Inc,True,Americas
12947,BLMN.OQ,Bloomin' Brands Inc,True,Americas
12948,PV.MX,Pena Verde SAB,True,Americas
12949,CDR_pb.N,Cedar Realty Trust Inc,True,Americas
12950,HR.N,Healthcare Realty Trust Inc,True,Americas
12951,NXE.TO,Nexgen Energy Ltd,True,Americas
12952,HOUS.N,Anywhere Real Estate Inc,True,Americas
12953,QLYS.OQ,Qualys Inc,True,Americas
12954,ALEX.N,Alexander & Baldwin Inc (Hawaii),True,Americas
12955,SQ.N,Block Inc,True,Americas
12956,HUBS.N,HubSpot Inc,True,Americas
12957,NGVC.N,Natural Grocers by Vitamin Cottage Inc,True,Americas
12958,Q.MX,Qualitas Controladora SAB de CV,True,Americas
12959,SUN.N,Sunoco LP,True,Americas
12960,MPLX.N,MPLX LP,True,Americas
12961,PFMT.OQ,Performant Financial Corp,True,Americas
12962,DKL.N,Delek Logistics Partners LP,True,Americas
12963,VESTA.MX,Vesta Real Estate Corporation SAB de CV,True,Americas
12964,ILC.SN,Inversiones la Construccion SA,True,Americas
12965,TNT_u.TO,True North Commercial REIT,True,Americas
12966,HUT.OQ,Hut 8 Corp,True,Americas
12967,ZTS.N,Zoetis Inc,True,Americas
12968,INRETC1.LM,InRetail Peru Corp,True,Americas
12969,DIR_u.TO,Dream Industrial Real Estate Investment Trust,True,Americas
12970,TPST.OQ,Tempest Therapeutics Inc,True,Americas
12971,WDAY.OQ,Workday Inc,True,Americas
12972,AI.TO,Atrium Mortgage Investment Corp,True,Americas
12973,PARR.N,Par Pacific Holdings Inc,True,Americas
12974,TPHS.PK,Trinity Place Holdings Inc,True,Americas
12975,IVN.TO,Ivanhoe Mines Ltd,True,Americas
12976,NBHC.N,National Bank Holdings Corp,True,Americas
12977,SAMG.OQ,Silvercrest Asset Management Group Inc,True,Americas
12978,BOC.N,Boston Omaha Corp,True,Americas
12979,COFIDCC1.LM,Corporacion Financiera de Desarrollo SA,True,Americas
12980,CREAL.MX,Credito Real SAB de CV SOFOM ENR,True,Americas
12981,HY.N,Hyster-Yale Inc,True,Americas
12982,MULN.OQ,Mullen Automotive Inc,True,Americas
12983,BFAM.N,Bright Horizons Family Solutions Inc,True,Americas
12984,KPT.TO,KP Tissue Inc,True,Americas
12985,CRFB3.SA,Atacadao SA,True,Americas
12986,WES.N,Western Midstream Partners LP,True,Americas
12987,ENTA.OQ,Enanta Pharmaceuticals Inc,True,Americas
12988,VOYA.N,Voya Financial Inc,True,Americas
12989,RLMD.OQ,Relmada Therapeutics Inc,True,Americas
12990,SOT_u.TO,Slate Office REIT,True,Americas
12991,ABBV.N,AbbVie Inc,True,Americas
12992,FNWB.OQ,First Northwest Bancorp,True,Americas
12993,FIHO12.MX,Concentradora Fibra Hotelera Mexicana SA de CV,True,Americas
12994,TMHC.N,Taylor Morrison Home Corp,True,Americas
12995,XAU.TO,Goldmoney Inc,True,Americas
12996,FIBRAMQ12.MX,Macquarie Mexico Real Estate Management SA de CV,True,Americas
12997,Y.TO,Yellow Pages Ltd,True,Americas
12998,TPH.N,Tri Pointe Homes Inc (Delaware),True,Americas
12999,PRKS.N,United Parks & Resorts Inc,True,Americas
13000,TPB.N,Turning Point Brands Inc,True,Americas
13001,RC.N,Ready Capital Corp,True,Americas
13002,ARCT.OQ,Arcturus Therapeutics Holdings Inc,True,Americas
13003,HOT_u.TO,American Hotel Income Properties REIT LP,True,Americas
13004,DRIO.OQ,DarioHealth Corp,True,Americas
13005,NVEE.OQ,NV5 Global Inc,True,Americas
13006,VBNK.TO,Versabank,True,Americas
13007,BBSE3.SA,BB Seguridade Participacoes SA,True,Americas
13008,PFSI.N,PennyMac Financial Services Inc,True,Americas
13009,DBX.OQ,Dropbox Inc,True,Americas
13010,IQV.N,IQVIA Holdings Inc,True,Americas
13011,HASI.N,HA Sustainable Infrastructure Capital Inc,True,Americas
13012,CFG.N,Citizens Financial Group Inc,True,Americas
13013,IBTX.OQ,Independent Bank Group Inc,True,Americas
13014,KEL.TO,Kelt Exploration Ltd,True,Americas
13015,INO_u.TO,Inovalis Real Estate Investment Trust,True,Americas
13016,CMRX.OQ,Chimerix Inc,True,Americas
13017,UBER.N,Uber Technologies Inc,True,Americas
13018,VEEV.N,Veeva Systems Inc,True,Americas
13019,FINN13.MX,Administradora de Activos Fibra Inn SC,True,Americas
13020,TERRA13.MX,CI Banco SA Institucion de Banca Multiple FF/00939,True,Americas
13021,AHH.N,Armada Hoffler Properties Inc,True,Americas
13022,EVTC.N,Evertec Inc,True,Americas
13023,EARN.N,Ellington Credit Co,True,Americas
13024,DOO.TO,BRP Inc,True,Americas
13025,ALUP11.SA,Alupar Investimento SA,True,Americas
13026,SFM.OQ,Sprouts Farmers Market Inc,True,Americas
13027,EB.N,Eventbrite Inc,True,Americas
13028,CHMI.N,Cherry Hill Mortgage Investment Corp,True,Americas
13029,AMBC.N,Ambac Financial Group Inc,True,Americas
13030,RITM.N,Rithm Capital Corp,True,Americas
13031,XPRO.N,Expro Group Holdings NV,True,Americas
13032,IRT.N,Independence Realty Trust Inc,True,Americas
13033,ESPR.OQ,Esperion Therapeutics Inc,True,Americas
13034,BLUE.OQ,bluebird bio Inc,True,Americas
13035,BRX.N,Brixmor Property Group Inc,True,Americas
13036,ESI.N,Element Solutions Inc,True,Americas
13037,NRC.OQ,National Research Corp,True,Americas
13038,NDLS.OQ,Noodles & Co,True,Americas
13039,REXR.N,Rexford Industrial Realty Inc,True,Americas
13040,DRM.TO,Dream Unlimited Corp,True,Americas
13041,COTY.N,Coty Inc,True,Americas
13042,CWENa.N,Clearway Energy Inc,True,Americas
13043,AGIO.OQ,Agios Pharmaceuticals Inc,True,Americas
13044,AR.N,Antero Resources Corp,True,Americas
13045,NWSA.OQ,News Corp,True,Americas
13046,1316.HK,Nexteer Automotive Group Ltd,True,Americas
13047,CHP_u.TO,Choice Properties Real Estate Investment Trust,True,Americas
13048,FVCB.OQ,FVCBankcorp Inc,True,Americas
13049,BURL.N,Burlington Stores Inc,True,Americas
13050,OUT.N,OUTFRONT Media Inc,True,Americas
13051,LIND.OQ,Lindblad Expeditions Holdings Inc,True,Americas
13052,ASC.N,Ardmore Shipping Corp,True,Americas
13053,COMM.OQ,CommScope Holding Company Inc,True,Americas
13054,FOXF.OQ,Fox Factory Holding Corp,True,Americas
13055,VRNS.OQ,Varonis Systems Inc,True,Americas
13056,PGEN.OQ,Precigen Inc,True,Americas
13057,LGIH.OQ,LGI Homes Inc,True,Americas
13058,SPNT.N,Siriuspoint Ltd,True,Americas
13059,VNCE.N,Vince Holding Corp,True,Americas
13060,FSEN.PK,FS Specialty Lending Fund,True,Americas
13061,BSGM.OQ,BioSig Technologies Inc,True,Americas
13062,FSHOP13.MX,Fibra Shop Portafolios Inmobiliarios SAPI de CV,True,Americas
13063,FATE.OQ,Fate Therapeutics Inc,True,Americas
13064,AMH.N,American Homes 4 Rent,True,Americas
13065,PAGP.OQ,Plains GP Holdings LP,True,Americas
13066,GSBD.N,Goldman Sachs BDC Inc,True,Americas
13067,AAOI.OQ,Applied Optoelectronics Inc,True,Americas
13068,CHGG.N,Chegg Inc,True,Americas
13069,BIVI.OQ,BioVie Inc,True,Americas
13070,MUSA.N,Murphy USA Inc,True,Americas
13071,OMF.N,OneMain Holdings Inc,True,Americas
13072,RMAX.N,Re/Max Holdings Inc,True,Americas
13073,PIRS.OQ,Pieris Pharmaceuticals Inc,True,Americas
13074,RNG.N,RingCentral Inc,True,Americas
13075,TRU.N,TransUnion,True,Americas
13076,PINC.OQ,Premier Inc,True,Americas
13077,SEER3.SA,Ser Educacional SA,True,Americas
13078,PSTG.N,Pure Storage Inc,True,Americas
13079,PBPB.OQ,Potbelly Corp,True,Americas
13080,MGNX.OQ,MacroGenics Inc,True,Americas
13081,ARMK.N,Aramark,True,Americas
13082,HLT.N,Hilton Worldwide Holdings Inc,True,Americas
13083,BHR.N,Braemar Hotels & Resorts Inc,True,Americas
13084,SAIC.OQ,Science Applications International Corp,True,Americas
13085,ESNT.N,Essent Group Ltd,True,Americas
13086,VOLARA.MX,Controladora Vuela Compania de Aviacion SAB de CV,True,Americas
13087,KODK.N,Eastman Kodak Co,True,Americas
13088,CCLD.OQ,CareCloud Inc,True,Americas
13089,ITCI.OQ,Intra-Cellular Therapies Inc,True,Americas
13090,VCYT.OQ,Veracyte Inc,True,Americas
13091,MMI.N,Marcus & Millichap Inc,True,Americas
13092,TCS.N,Container Store Group Inc,True,Americas
13093,ESBA.P,Empire State Realty OP LP,True,Americas
13094,CRT_u.TO,CT Real Estate Investment Trust,True,Americas
13095,GLYC.OQ,GlycoMimetics Inc,True,Americas
13096,KPTI.OQ,Karyopharm Therapeutics Inc,True,Americas
13097,TNDM.OQ,Tandem Diabetes Care Inc,True,Americas
13098,DANHOS13.MX,Concentradora Fibra Danhos SA de CV,True,Americas
13099,TRVN.PK,Trevena Inc,True,Americas
13100,BGSF.N,BGSF Inc,True,Americas
13101,XNCR.OQ,Xencor Inc,True,Americas
13102,GLPI.OQ,Gaming and Leisure Properties Inc,True,Americas
13103,IMUX.OQ,Immunic Inc,True,Americas
13104,DRT.TO,DIRTT Environmental Solutions Ltd,True,Americas
13105,PMIR.PK,PMI Group Inc,True,Americas
13106,BBAJIOO.MX,Banco del Bajio SA Institucion de Banca Multiple,True,Americas
13107,NMIH.OQ,NMI Holdings Inc,True,Americas
13108,CARA.OQ,Cara Therapeutics Inc,True,Americas
13109,RARE.OQ,Ultragenyx Pharmaceutical Inc,True,Americas
13110,GAN.OQ,GAN Ltd,True,Americas
13111,AMRK.OQ,A-Mark Precious Metals Inc,True,Americas
13112,SMLR.OQ,Semler Scientific Inc,True,Americas
13113,CJ.TO,Cardinal Energy Ltd (Alberta),True,Americas
13114,TNET.N,TriNet Group Inc,True,Americas
13115,INGN.OQ,Inogen Inc,True,Americas
13116,AAL.OQ,American Airlines Group Inc,True,Americas
13117,GCI.N,Gannett Co Inc,True,Americas
13118,ALLY.N,Ally Financial Inc,True,Americas
13119,PANL.OQ,Pangaea Logistics Solutions Ltd,True,Americas
13120,MBUU.OQ,Malibu Boats Inc,True,Americas
13121,TRUE.OQ,TrueCar Inc,True,Americas
13122,EGRX.PK,Eagle Pharmaceuticals Inc,True,Americas
13123,DBRG.N,DigitalBridge Group Inc,True,Americas
13124,LADR.N,Ladder Capital Corp,True,Americas
13125,FCUV.OQ,Focus Universal Inc,True,Americas
13126,CARM.OQ,Carisma Therapeutics Inc,True,Americas
13127,RVNC.OQ,Revance Therapeutics Inc,True,Americas
13128,FTAI.OQ,FTAI Aviation Ltd,True,Americas
13129,ALDX.OQ,Aldeyra Therapeutics Inc,True,Americas
13130,WATT.OQ,Energous Corp,True,Americas
13131,CIO.N,City Office REIT Inc,True,Americas
13132,IBP.N,Installed Building Products Inc,True,Americas
