,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters,TRBC Economic Sector Name
10265,FITB.OQ,Fifth Third Bancorp,True,Americas,Financials
10266,FTT.TO,Finning International Inc,True,Americas,Industrials
10267,RF.N,Regions Financial Corp,True,Americas,Financials
10268,FBNC.OQ,First Bancorp (North Carolina),True,Americas,Financials
10269,FCFS.OQ,Firstcash Holdings Inc,True,Americas,Financials
10270,FCNCA.OQ,First Citizens BancShares Inc (Delaware),True,Americas,Financials
10271,FBP.N,First BanCorp,True,Americas,Financials
10272,MTB.N,M&T Bank Corp,True,Americas,Financials
10273,FFBC.OQ,First Financial Bancorp,True,Americas,Financials
10274,FLIC.OQ,First of Long Island Corp,True,Americas,Financials
10275,FRME.OQ,First Merchants Corp,True,Americas,Financials
10276,USB.N,US Bancorp,True,Americas,Financials
10277,SRCE.OQ,1st Source Corp,True,Americas,Financials
10278,FHN.N,First Horizon Corp,True,Americas,Financials
10279,FI.N,Fiserv Inc,True,Americas,Industrials
10280,FLXS.OQ,Flexsteel Industries Inc,True,Americas,Consumer Cyclicals
10281,CWBC.OQ,Community West Bancshares,True,Americas,Financials
10282,FLO.N,Flowers Foods Inc,True,Americas,Consumer Non-Cyclicals
10283,FLR.N,Fluor Corp,True,Americas,Industrials
10284,FONR.OQ,Fonar Corp,True,Americas,Healthcare
10285,F.N,Ford Motor Co,True,Americas,Consumer Cyclicals
10286,FTS.TO,Fortis Inc,True,Americas,Utilities
10287,CRVL.OQ,CorVel Corp,True,Americas,Healthcare
10288,LUG.TO,Lundin Gold Inc,True,Americas,Basic Materials
10289,FSTR.OQ,L B Foster Co,True,Americas,Industrials
10290,FELE.OQ,Franklin Electric Co Inc,True,Americas,Industrials
10291,BEN.N,Franklin Resources Inc,True,Americas,Financials
10292,AIR.N,AAR Corp,True,Americas,Industrials
10293,AGFb.TO,AGF Management Ltd,True,Americas,Financials
10294,AES.N,AES Corp,True,Americas,Utilities
10295,FUL.N,H.B. Fuller Company,True,Americas,Basic Materials
10296,FULT.OQ,Fulton Financial Corp,True,Americas,Financials
10297,WTM.N,White Mountains Insurance Group Ltd,True,Americas,Financials
10298,CLFD.OQ,Clearfield Inc,True,Americas,Technology
10299,CECO.OQ,CECO Environmental Corp,True,Americas,Industrials
10300,ASA.N,ASA Gold and Precious Metals Ltd,True,Americas,Financials
10301,PRG.N,PROG Holdings Inc,True,Americas,Consumer Non-Cyclicals
10302,HIG.N,Hartford Financial Services Group Inc,True,Americas,Financials
10303,GATX.N,GATX Corp,True,Americas,Financials
10304,ABT.N,Abbott Laboratories,True,Americas,Healthcare
10305,GIII.OQ,G-III Apparel Group Ltd,True,Americas,Consumer Cyclicals
10306,MRC.TO,Morguard Corp,True,Americas,Real Estate
10307,ACU.A,Acme United Corp,True,Americas,Healthcare
10308,AJG.N,Arthur J. Gallagher & Co.,True,Americas,Financials
10309,ATD.TO,Alimentation Couche-Tard Inc,True,Americas,Energy
10310,RAMP.N,Liveramp Holdings Inc,True,Americas,Technology
10311,TGNA.N,Tegna Inc,True,Americas,Consumer Cyclicals
10312,AE.A,Adams Resources & Energy Inc,True,Americas,Energy
10313,GAP.N,Gap Inc,True,Americas,Consumer Cyclicals
10314,ADBE.OQ,Adobe Inc,True,Americas,Technology
10315,GENC.A,Gencor Industries Inc,True,Americas,Industrials
10316,HRTX.OQ,Heron Therapeutics Inc,True,Americas,Healthcare
10317,XRAY.OQ,DENTSPLY SIRONA Inc,True,Americas,Healthcare
10318,GD.N,General Dynamics Corp,True,Americas,Industrials
10319,AMD.OQ,Advanced Micro Devices Inc,True,Americas,Technology
10320,GE.N,General Electric Co,True,Americas,Industrials
10321,GIS.N,General Mills Inc,True,Americas,Consumer Non-Cyclicals
10322,AEM.TO,Agnico Eagle Mines Ltd,True,Americas,Basic Materials
10323,GCO.N,Genesco Inc,True,Americas,Consumer Cyclicals
10324,APD.N,Air Products and Chemicals Inc,True,Americas,Basic Materials
10325,GNTX.OQ,Gentex Corp,True,Americas,Consumer Cyclicals
10326,GPC.N,Genuine Parts Co,True,Americas,Consumer Cyclicals
10327,ALK.N,Alaska Air Group Inc,True,Americas,Industrials
10328,AIN.N,Albany International Corp,True,Americas,Industrials
10329,GTY.N,Getty Realty Corp,True,Americas,Real Estate
10330,GBCI.N,Glacier Bancorp Inc,True,Americas,Financials
10331,MAGN.N,Magnera Corp,True,Americas,Basic Materials
10332,MATX.N,Matson Inc,True,Americas,Industrials
10333,ALX.N,Alexander's Inc,True,Americas,Real Estate
10334,HLS.TO,HLS Therapeutics Inc,True,Americas,Healthcare
10335,ALCO.OQ,Alico Inc,True,Americas,Consumer Non-Cyclicals
10336,ATI.N,ATI Inc,True,Americas,Industrials
10337,AB.N,AllianceBernstein Holding LP,True,Americas,Financials
10338,HON.OQ,Honeywell International Inc,True,Americas,Consumer Non-Cyclicals
10339,MTY.TO,MTY Food Group Inc,True,Americas,Consumer Cyclicals
10340,SWKS.OQ,Skyworks Solutions Inc,True,Americas,Technology
10341,HWM.N,Howmet Aerospace Inc,True,Americas,Industrials
10342,HES.N,Hess Corp,True,Americas,Energy
10343,JAG.TO,Jaguar Mining Inc,True,Americas,Basic Materials
10344,ORYGENC1.LM,Orygen Peru SAA,True,Americas,Utilities
10345,LUSURC1.LM,Luz del Sur SAA,True,Americas,Utilities
10346,GT.OQ,Goodyear Tire & Rubber Co,True,Americas,Consumer Cyclicals
10347,ABX.TO,Barrick Gold Corp,True,Americas,Basic Materials
10348,ABM.N,ABM Industries Inc,True,Americas,Industrials
10349,GRC.N,Gorman-Rupp Co,True,Americas,Industrials
10350,GGG.N,Graco Inc,True,Americas,Industrials
10351,GHM.N,Graham Corp,True,Americas,Industrials
10352,GWW.N,WW Grainger Inc,True,Americas,Industrials
10353,GVA.N,Granite Construction Inc,True,Americas,Industrials
10354,AEP.OQ,American Electric Power Company Inc,True,Americas,Utilities
10355,AXP.N,American Express Co,True,Americas,Financials
10356,GSBC.OQ,Great Southern Bancorp Inc,True,Americas,Financials
10357,GWO.TO,Great-West Lifeco Inc,True,Americas,Financials
10358,GEF.N,Greif Inc,True,Americas,Basic Materials
10359,GIBa.TO,CGI Inc,True,Americas,Technology
10360,TRZ.TO,Transat AT Inc,True,Americas,Consumer Cyclicals
10361,ELA.A,Envela Corp,True,Americas,Consumer Cyclicals
10362,GCGa.TO,Guardian Capital Group Ltd,True,Americas,Financials
10363,IEP.OQ,Icahn Enterprises LP,True,Americas,Energy
10364,ARL.N,American Realty Investors Inc,True,Americas,Real Estate
10365,LGTY.OQ,Logility Supply Chain Solutions Inc,True,Americas,Technology
10366,CPT.N,Camden Property Trust,True,Americas,Real Estate
10367,OHI.N,Omega Healthcare Investors Inc,True,Americas,Real Estate
10368,AVD.N,American Vanguard Corp,True,Americas,Basic Materials
10369,AMWD.OQ,American Woodmark Corp,True,Americas,Consumer Cyclicals
10370,HAE.N,Haemonetics Corp,True,Americas,Healthcare
10371,HNRG.OQ,Hallador Energy Co,True,Americas,Energy
10372,HAL.N,Halliburton Co,True,Americas,Energy
10373,STRL.OQ,Sterling Infrastructure Inc,True,Americas,Industrials
10374,HWC.OQ,Hancock Whitney Corp,True,Americas,Financials
10375,ROP.OQ,Roper Technologies Inc,True,Americas,Technology
10376,HOG.N,Harley-Davidson Inc,True,Americas,Consumer Cyclicals
10377,EQR.N,Equity Residential,True,Americas,Real Estate
10378,LHX.N,L3Harris Technologies Inc,True,Americas,Industrials
10379,NVRI.N,Enviri Corp,True,Americas,Industrials
10380,ORRF.OQ,Orrstown Financial Services Inc,True,Americas,Financials
10381,INVCENC1.LM,Inversiones Centenario SAA,True,Americas,Consumer Cyclicals
10382,HAS.OQ,Hasbro Inc,True,Americas,Consumer Cyclicals
10383,AMGN.OQ,Amgen Inc,True,Americas,Healthcare
10384,ALNT.OQ,Allient Inc,True,Americas,Industrials
10385,HVT.N,Haverty Furniture Companies Inc,True,Americas,Consumer Cyclicals
10386,HE.N,Hawaiian Electric Industries Inc,True,Americas,Utilities
10387,HWKN.OQ,Hawkins Inc,True,Americas,Basic Materials
10388,HCSG.OQ,Healthcare Services Group Inc,True,Americas,Industrials
10389,DOC.N,Healthpeak Properties Inc,True,Americas,Real Estate
10390,EHC.N,Encompass Health Corp,True,Americas,Healthcare
10391,EQC.N,Equity Commonwealth,True,Americas,Real Estate
10392,WELL.N,Welltower Inc,True,Americas,Real Estate
10393,HTLD.OQ,Heartland Express Inc,True,Americas,Industrials
10394,HL.N,Hecla Mining Co,True,Americas,Basic Materials
10395,HEI.N,HEICO Corp,True,Americas,Industrials
10396,HELE.OQ,Helen of Troy Ltd,True,Americas,Consumer Cyclicals
10397,HP.N,Helmerich and Payne Inc,True,Americas,Energy
10398,AP.N,Ampco-Pittsburgh Corp,True,Americas,Basic Materials
10399,JKHY.OQ,Jack Henry & Associates Inc,True,Americas,Technology
10400,CFNB.PK,California First Leasing Corp,True,Americas,Financials
10401,HFWA.OQ,Heritage Financial Corp,True,Americas,Financials
10402,ASYS.OQ,Amtech Systems Inc,True,Americas,Technology
10403,HRX.TO,Heroux Devtek Inc,True,Americas,Industrials
10404,HSY.N,Hershey Co,True,Americas,Consumer Non-Cyclicals
10405,HPQ.N,HP Inc,True,Americas,Technology
10406,HXL.N,Hexcel Corp,True,Americas,Industrials
10407,ADI.OQ,Analog Devices Inc,True,Americas,Technology
10408,ADWa.TO,Andrew Peller Ltd,True,Americas,Consumer Non-Cyclicals
10409,SAFE.N,Safehold Inc,True,Americas,Real Estate
10410,HIFS.OQ,Hingham Institution For Savings,True,Americas,Financials
10411,AXDX.OQ,Accelerate Diagnostics Inc,True,Americas,Healthcare
10412,DINO.N,HF Sinclair Corp,True,Americas,Energy
10413,HOLX.OQ,Hologic Inc,True,Americas,Healthcare
10414,HD.N,Home Depot Inc,True,Americas,Consumer Cyclicals
10415,FUNC.OQ,First United Corp,True,Americas,Financials
10416,MTH.N,Meritage Homes Corp,True,Americas,Consumer Cyclicals
10417,APOG.OQ,Apogee Enterprises Inc,True,Americas,Consumer Cyclicals
10418,HNI.N,HNI Corp,True,Americas,Industrials
10419,HRL.N,Hormel Foods Corp,True,Americas,Consumer Non-Cyclicals
10420,CNP.N,CenterPoint Energy Inc,True,Americas,Utilities
10421,HOV.N,Hovnanian Enterprises Inc,True,Americas,Consumer Cyclicals
10422,ICAD.OQ,ICAD Inc,True,Americas,Healthcare
10423,HUBB.N,Hubbell Inc,True,Americas,Industrials
10424,AMAT.OQ,Applied Materials Inc,True,Americas,Technology
10425,EPAC.N,Enerpac Tool Group Corp,True,Americas,Industrials
10426,HUM.N,Humana Inc,True,Americas,Healthcare
10427,JBHT.OQ,J B Hunt Transport Services Inc,True,Americas,Industrials
10428,HBAN.OQ,Huntington Bancshares Inc,True,Americas,Financials
10429,HURC.OQ,Hurco Companies Inc,True,Americas,Industrials
10430,TXG.TO,Torex Gold Resources Inc,True,Americas,Basic Materials
10431,BIIB.OQ,Biogen Inc,True,Americas,Healthcare
10432,ARE.TO,Aecon Group Inc,True,Americas,Industrials
10433,ARW.N,Arrow Electronics Inc,True,Americas,Technology
10434,AROW.OQ,Arrow Financial Corp,True,Americas,Financials
10435,ASH.N,Ashland Inc,True,Americas,Basic Materials
10436,DIN.N,Dine Brands Global Inc,True,Americas,Consumer Cyclicals
10437,SMTI.OQ,Sanara Medtech Inc,True,Americas,Healthcare
10438,ASB.N,Associated Banc-Corp,True,Americas,Financials
10439,ASTE.OQ,Astec Industries Inc,True,Americas,Industrials
10440,ALOT.OQ,AstroNova Inc,True,Americas,Technology
10441,ATRO.OQ,Astronics Corp,True,Americas,Industrials
10442,ACOx.TO,Atco Ltd,True,Americas,Utilities
10443,BOS.TO,AirBoss of America Corp,True,Americas,Consumer Cyclicals
10444,IDA.N,Idacorp Inc,True,Americas,Utilities
10445,IEX.N,IDEX Corp,True,Americas,Industrials
10446,IDXX.OQ,IDEXX Laboratories Inc,True,Americas,Healthcare
10447,ATO.N,Atmos Energy Corp,True,Americas,Utilities
10448,ITW.N,Illinois Tool Works Inc,True,Americas,Consumer Non-Cyclicals
10449,VOXX.OQ,VOXX International Corp,True,Americas,Technology
10450,REX.N,REX American Resources Corp,True,Americas,Energy
10451,ADSK.OQ,Autodesk Inc,True,Americas,Technology
10452,III.TO,Imperial Metals Corp,True,Americas,Basic Materials
10453,ADP.OQ,Automatic Data Processing Inc,True,Americas,Technology
10454,AZO.N,Autozone Inc,True,Americas,Consumer Cyclicals
10455,AVY.N,Avery Dennison Corp,True,Americas,Basic Materials
10456,INDB.OQ,Independent Bank Corp (Massachusetts),True,Americas,Financials
10457,ASM.TO,Avino Silver & Gold Mines Ltd,True,Americas,Basic Materials
10458,IBCP.OQ,Independent Bank Corp (Michigan),True,Americas,Financials
10459,AVT.OQ,Avnet Inc,True,Americas,Technology
10460,BCE.TO,BCE Inc,True,Americas,Technology
10461,APT.A,Alpha Pro Tech Ltd,True,Americas,Healthcare
10462,DPM.TO,Dundee Precious Metals Inc,True,Americas,Basic Materials
10463,IMKTA.OQ,Ingles Markets Inc,True,Americas,Consumer Non-Cyclicals
10464,BRT.N,BRT Apartments Corp,True,Americas,Real Estate
10465,AZZ.N,AZZ Inc,True,Americas,Basic Materials
10466,IIIN.N,Insteel Industries Inc,True,Americas,Consumer Cyclicals
10467,GFF.N,Griffon Corp,True,Americas,Consumer Cyclicals
10468,CCRD.N,CoreCard Corp,True,Americas,Technology
10469,INTC.OQ,Intel Corp,True,Americas,Technology
10470,BMI.N,Badger Meter Inc,True,Americas,Industrials
10471,BKR.OQ,Baker Hughes Co,True,Americas,Energy
10472,BCPC.OQ,Balchem Corp,True,Americas,Basic Materials
10473,BALL.N,Ball Corp,True,Americas,Basic Materials
10474,TILE.OQ,Interface Inc,True,Americas,Consumer Cyclicals
10475,BOH.N,Bank of Hawaii Corp,True,Americas,Financials
10476,CADE.N,Cadence Bank,True,Americas,Financials
10477,IBM.N,International Business Machines Corp,True,Americas,Technology
10478,BMO.TO,Bank of Montreal,True,Americas,Financials
10479,BK.N,Bank of New York Mellon Corp,True,Americas,Financials
10480,BPOP.OQ,Popular Inc,True,Americas,Financials
10481,IFF.N,International Flavors & Fragrances Inc,True,Americas,Consumer Non-Cyclicals
10482,IFP.TO,Interfor Corp,True,Americas,Basic Materials
10483,ARIS.TO,Aris Mining Corp,True,Americas,Basic Materials
10484,IDCC.OQ,InterDigital Inc,True,Americas,Technology
10485,TUPBQ.PK,Tupperware Brands Corp,True,Americas,Consumer Cyclicals
10486,IP.N,International Paper Co,True,Americas,Basic Materials
10487,WKC.N,World Kinect Corp,True,Americas,Energy
10488,B.N,Barnes Group Inc,True,Americas,Industrials
10489,ENB.TO,Enbridge Inc,True,Americas,Energy
10490,IPG.N,Interpublic Group of Companies Inc,True,Americas,Consumer Cyclicals
10491,BSET.OQ,Bassett Furniture Industries Inc,True,Americas,Consumer Cyclicals
10492,BAX.N,Baxter International Inc,True,Americas,Healthcare
10493,IGM.TO,IGM Financial Inc,True,Americas,Financials
10494,ITIC.OQ,Investors Title Co,True,Americas,Financials
10495,AIT.N,Applied Industrial Technologies Inc,True,Americas,Industrials
10496,BDX.N,Becton Dickinson and Co,True,Americas,Healthcare
10497,IONS.OQ,Ionis Pharmaceuticals Inc,True,Americas,Healthcare
10498,JJSF.OQ,J & J Snack Foods Corp,True,Americas,Consumer Non-Cyclicals
10499,BELFA.OQ,Bel Fuse Inc,True,Americas,Technology
10500,J.N,Jacobs Solutions Inc,True,Americas,Industrials
10501,BHE.N,Benchmark Electronics Inc,True,Americas,Technology
10502,IPAR.OQ,Interparfums Inc,True,Americas,Consumer Non-Cyclicals
10503,WRB.N,W R Berkley Corp,True,Americas,Financials
10504,BRKa.N,Berkshire Hathaway Inc,True,Americas,Consumer Non-Cyclicals
10505,BBY.N,Best Buy Co Inc,True,Americas,Consumer Cyclicals
10506,OCN.L,Ocean Wilsons Holdings Ltd,True,Americas,Industrials
10507,NBN.OQ,Northeast Bank,True,Americas,Financials
10508,JOUT.OQ,Johnson Outdoors Inc,True,Americas,Consumer Cyclicals
10509,ELR.TO,Eastern Platinum Ltd,True,Americas,Basic Materials
10510,KLAC.OQ,KLA Corp,True,Americas,Technology
10511,KCLI.PK,Kansas City Life Insurance Co,True,Americas,Financials
10512,KBH.N,KB Home,True,Americas,Consumer Cyclicals
10513,BIO.N,Bio Rad Laboratories Inc,True,Americas,Healthcare
10514,K.N,Kellanova,True,Americas,Consumer Non-Cyclicals
10515,SIG.N,Signet Jewelers Ltd,True,Americas,Consumer Cyclicals
10516,KELYA.OQ,Kelly Services Inc,True,Americas,Industrials
10517,BKH.N,Black Hills Corp,True,Americas,Utilities
10518,KMT.N,Kennametal Inc,True,Americas,Industrials
10519,HRB.N,H & R Block Inc,True,Americas,Consumer Non-Cyclicals
10520,KEY.N,KeyCorp,True,Americas,Financials
10521,KMB.N,Kimberly-Clark Corp,True,Americas,Consumer Non-Cyclicals
10522,NB.OQ,NioCorp Developments Ltd,True,Americas,Basic Materials
10523,KEX.N,Kirby Corp,True,Americas,Industrials
10524,BBDb.TO,Bombardier Inc,True,Americas,Industrials
10525,BLX.TO,Boralex Inc,True,Americas,Utilities
10526,KR.N,Kroger Co,True,Americas,Consumer Non-Cyclicals
10527,LYTS.OQ,LSI Industries Inc,True,Americas,Consumer Cyclicals
10528,LXU.N,LSB Industries Inc,True,Americas,Basic Materials
10529,LZB.N,La-Z-Boy Inc,True,Americas,Consumer Cyclicals
10530,SR.N,Spire Inc,True,Americas,Utilities
10531,LAKE.OQ,Lakeland Industries Inc,True,Americas,Consumer Cyclicals
10532,LRCX.OQ,Lam Research Corp,True,Americas,Technology
10533,LANC.OQ,Lancaster Colony Corp,True,Americas,Consumer Non-Cyclicals
10534,BRC.N,Brady Corp,True,Americas,Industrials
10535,LASa.TO,Lassonde Industries Inc,True,Americas,Consumer Non-Cyclicals
10536,LSCC.OQ,Lattice Semiconductor Corp,True,Americas,Technology
10537,LB.TO,Laurentian Bank of Canada,True,Americas,Financials
10538,BRID.OQ,Bridgford Foods Corp,True,Americas,Consumer Non-Cyclicals
10539,DSGR.OQ,Distribution Solutions Group Inc,True,Americas,Industrials
10540,EAT.N,Brinker International Inc,True,Americas,Consumer Cyclicals
10541,AXGN.OQ,AxoGen Inc,True,Americas,Healthcare
10542,LEE.OQ,Lee Enterprises Inc,True,Americas,Consumer Cyclicals
10543,LEG.N,Leggett & Platt Inc,True,Americas,Consumer Cyclicals
10544,LEN.N,Lennar Corp,True,Americas,Consumer Cyclicals
10545,LNF.TO,Leon's Furniture Ltd,True,Americas,Consumer Cyclicals
10546,JEF.N,Jefferies Financial Group Inc,True,Americas,Financials
10547,BMY.N,Bristol-Myers Squibb Co,True,Americas,Healthcare
10548,EDR.TO,Endeavour Silver Corp,True,Americas,Basic Materials
10549,VBIVQ.PK,VBI Vaccines Inc,True,Americas,Healthcare
10550,BFb.N,Brown-Forman Corp,True,Americas,Consumer Non-Cyclicals
10551,CAL.N,Caleres Inc,True,Americas,Consumer Cyclicals
10552,LWAY.OQ,Lifeway Foods Inc,True,Americas,Consumer Non-Cyclicals
10553,LCUT.OQ,Lifetime Brands Inc,True,Americas,Consumer Cyclicals
10554,FERG.N,Ferguson Enterprises Inc,True,Americas,Consumer Cyclicals
10555,BBWI.N,Bath & Body Works Inc,True,Americas,Consumer Cyclicals
10556,LNR.TO,Linamar Corp,True,Americas,Consumer Cyclicals
10557,LNC.N,Lincoln National Corp,True,Americas,Financials
10558,LNN.N,Lindsay Corp,True,Americas,Industrials
10559,BDN.N,Brandywine Realty Trust,True,Americas,Real Estate
10560,BC.N,Brunswick Corp,True,Americas,Consumer Cyclicals
10561,MTRN.N,Materion Corp,True,Americas,Basic Materials
10562,L.TO,Loblaw Companies Ltd,True,Americas,Consumer Non-Cyclicals
10563,L.N,Loews Corp,True,Americas,Financials
10564,RRC.N,Range Resources Corp,True,Americas,Energy
10565,MTZ.N,MasTec Inc,True,Americas,Industrials
10566,BMRC.OQ,Bank of Marin Bancorp,True,Americas,Financials
10567,CAE.TO,CAE Inc,True,Americas,Industrials
10568,RDNT.OQ,RadNet Inc,True,Americas,Healthcare
10569,CCLb.TO,CCL Industries Inc,True,Americas,Basic Materials
10570,LPX.N,Louisiana-Pacific Corp,True,Americas,Basic Materials
10571,LOW.N,Lowe's Companies Inc,True,Americas,Consumer Cyclicals
10572,USAP.OQ,Universal Stainless & Alloy Products Inc,True,Americas,Basic Materials
10573,POCHTECB.MX,Grupo Pochteca SAB de CV,True,Americas,Basic Materials
10574,MBI.N,MBIA Inc,True,Americas,Financials
10575,STGW.OQ,Stagwell Inc,True,Americas,Consumer Cyclicals
10576,MDU.N,MDU Resources Group Inc,True,Americas,Utilities
10577,MTG.N,MGIC Investment Corp,True,Americas,Financials
10578,MGM.N,MGM Resorts International,True,Americas,Consumer Cyclicals
10579,MGEE.OQ,MGE Energy Inc,True,Americas,Utilities
10580,MYPK3.SA,Iochpe Maxion SA,True,Americas,Consumer Cyclicals
10581,MG.TO,Magna International Inc,True,Americas,Consumer Cyclicals
10582,MTW.N,Manitowoc Company Inc,True,Americas,Industrials
10583,MAN.N,ManpowerGroup Inc,True,Americas,Industrials
10584,MFI.TO,Maple Leaf Foods Inc,True,Americas,Consumer Non-Cyclicals
10585,CI.N,Cigna Group,True,Americas,Healthcare
10586,MCS.N,Marcus Corp,True,Americas,Consumer Cyclicals
10587,MKL.N,Markel Group Inc,True,Americas,Financials
10588,HST.OQ,Host Hotels & Resorts Inc,True,Americas,Real Estate
10589,MMC.N,Marsh & McLennan Companies Inc,True,Americas,Financials
10590,MRTN.OQ,Marten Transport Ltd,True,Americas,Industrials
10591,MAS.N,Masco Corp,True,Americas,Consumer Cyclicals
10592,CMS.N,CMS Energy Corp,True,Americas,Utilities
10593,CPF.N,Central Pacific Financial Corp,True,Americas,Financials
10594,CNA.N,CNA Financial Corp,True,Americas,Financials
10595,MTRX.OQ,Matrix Service Co,True,Americas,Industrials
10596,MAT.OQ,Mattel Inc,True,Americas,Consumer Cyclicals
10597,CTS.N,CTS Corp,True,Americas,Technology
10598,CAR.OQ,Avis Budget Group Inc,True,Americas,Industrials
10599,CVBF.OQ,CVB Financial Corp,True,Americas,Financials
10600,CVV.OQ,CVD Equipment Corp,True,Americas,Industrials
10601,NYMXF.PK,Nymox Pharmaceutical Corp,True,Americas,Healthcare
10602,CBT.N,Cabot Corp,True,Americas,Basic Materials
10603,CTRA.N,Coterra Energy Inc,True,Americas,Energy
10604,CACI.N,CACI International Inc,True,Americas,Technology
10605,CDNS.OQ,Cadence Design Systems Inc,True,Americas,Technology
10606,MKC.N,McCormick & Company Inc,True,Americas,Consumer Non-Cyclicals
10607,MGRC.OQ,McGrath RentCorp,True,Americas,Industrials
10608,SPGI.N,S&P Global Inc,True,Americas,Industrials
10609,POOL.OQ,Pool Corp,True,Americas,Consumer Cyclicals
10610,BXMT.N,Blackstone Mortgage Trust Inc,True,Americas,Real Estate
10611,CWT.N,California Water Service Group,True,Americas,Utilities
10612,CCJ.N,Cameco Corp,True,Americas,Energy
10613,CM.TO,Canadian Imperial Bank of Commerce,True,Americas,Financials
10614,CVS.N,CVS Health Corp,True,Americas,Healthcare
10615,CNQ.TO,Canadian Natural Resources Ltd,True,Americas,Energy
10616,UPBD.OQ,Upbound Group Inc,True,Americas,Consumer Cyclicals
10617,MRK.N,Merck & Co Inc,True,Americas,Healthcare
10618,MCY.N,Mercury General Corp,True,Americas,Financials
10619,CTCa.TO,Canadian Tire Corporation Ltd,True,Americas,Consumer Cyclicals
10620,CU.TO,Canadian Utilities Ltd,True,Americas,Utilities
10621,MMSI.OQ,Merit Medical Systems Inc,True,Americas,Healthcare
10622,CWB.TO,Canadian Western Bank,True,Americas,Financials
10623,CFP.TO,Canfor Corp,True,Americas,Basic Materials
10624,MLAB.OQ,Mesa Laboratories Inc,True,Americas,Healthcare
10625,CAH.N,Cardinal Health Inc,True,Americas,Healthcare
10626,CSL.N,Carlisle Companies Inc,True,Americas,Consumer Cyclicals
10627,CCL.N,Carnival Corp,True,Americas,Consumer Cyclicals
10628,CRS.N,Carpenter Technology Corp,True,Americas,Basic Materials
10629,CAS.TO,Cascades Inc,True,Americas,Basic Materials
10630,CASY.OQ,Caseys General Stores Inc,True,Americas,Consumer Non-Cyclicals
10631,MEI.N,Methode Electronics Inc,True,Americas,Technology
10632,MRU.TO,Metro Inc,True,Americas,Consumer Non-Cyclicals
10633,SIEB.OQ,Siebert Financial Corp,True,Americas,Financials
10634,MSFT.OQ,Microsoft Corp,True,Americas,Technology
10635,CAT.N,Caterpillar Inc,True,Americas,Industrials
10636,CATY.OQ,Cathay General Bancorp,True,Americas,Financials
10637,CATO.N,Cato Corp,True,Americas,Consumer Cyclicals
10638,MU.OQ,Micron Technology Inc,True,Americas,Technology
10639,FUN.N,Six Flags Entertainment Corp,True,Americas,Consumer Cyclicals
10640,CVM.A,CEL-SCI Corp,True,Americas,Healthcare
10641,MIDD.OQ,Middleby Corp,True,Americas,Industrials
10642,MSEX.OQ,Middlesex Water Co,True,Americas,Utilities
10643,INSM.OQ,Insmed Inc,True,Americas,Healthcare
10644,MGPI.OQ,MGP Ingredients Inc,True,Americas,Consumer Non-Cyclicals
10645,WDO.TO,Wesdome Gold Mines Ltd,True,Americas,Basic Materials
10646,HCMC.PK,Healthier Choices Management Corp,True,Americas,Financials
10647,MLKN.OQ,MillerKnoll Inc,True,Americas,Industrials
10648,MSA.N,MSA Safety Inc,True,Americas,Industrials
10649,MMM.N,3M Co,True,Americas,Consumer Non-Cyclicals
10650,ALE.N,ALLETE Inc,True,Americas,Utilities
10651,CENT.OQ,Central Garden & Pet Co,True,Americas,Consumer Non-Cyclicals
10652,LUMN.N,Lumen Technologies Inc,True,Americas,Technology
10653,MITK.OQ,Mitek Systems Inc,True,Americas,Technology
10654,MOD.N,Modine Manufacturing Co,True,Americas,Consumer Cyclicals
10655,CHE.N,Chemed Corp,True,Americas,Healthcare
10656,ABEO.OQ,Abeona Therapeutics Inc,True,Americas,Healthcare
10657,JPM.N,JPMorgan Chase & Co,True,Americas,Financials
10658,CPK.N,Chesapeake Utilities Corp,True,Americas,Utilities
10659,MNRO.OQ,Monro Inc,True,Americas,Consumer Cyclicals
10660,MOGa.N,Moog Inc,True,Americas,Industrials
10661,CVX.N,Chevron Corp,True,Americas,Energy
10662,CHD.N,Church & Dwight Co Inc,True,Americas,Consumer Non-Cyclicals
10663,MSI.N,Motorola Solutions Inc,True,Americas,Technology
10664,MLI.N,Mueller Industries Inc,True,Americas,Industrials
10665,CSCO.OQ,Cisco Systems Inc,True,Americas,Technology
10666,CRUS.OQ,Cirrus Logic Inc,True,Americas,Technology
10667,RDI.OQ,Reading International Inc,True,Americas,Consumer Cyclicals
10668,CTAS.OQ,Cintas Corp,True,Americas,Industrials
10669,MUR.N,Murphy Oil Corp,True,Americas,Energy
10670,PRA.N,ProAssurance Corp,True,Americas,Financials
10671,MYE.N,Myers Industries Inc,True,Americas,Basic Materials
10672,VTRS.OQ,Viatris Inc,True,Americas,Healthcare
10673,CIA.N,Citizens Inc,True,Americas,Financials
10674,CHCO.OQ,City Holding Co,True,Americas,Financials
10675,NVR.N,NVR Inc,True,Americas,Consumer Cyclicals
10676,NI.N,NiSource Inc,True,Americas,Utilities
10677,NL.N,NL Industries Inc,True,Americas,Industrials
10678,CLH.N,Clean Harbors Inc,True,Americas,Industrials
10679,ERNA.OQ,Eterna Therapeutics Inc,True,Americas,Healthcare
10680,CLF.N,Cleveland-Cliffs Inc,True,Americas,Basic Materials
10681,NBR.N,Nabors Industries Ltd,True,Americas,Energy
