,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters,TRBC Economic Sector Name
1865,BEG.L,Begbies Traynor Group PLC,True,Europe,Industrials
1866,DXS.AX,Dexus,True,Oceania,Real Estate
1867,AGY.L,Allergy Therapeutics PLC,True,Europe,Healthcare
1868,NEXI.PA,Nexity SA,True,Europe,Real Estate
1869,SPPJ.J,SPAR Group Ltd,True,Africa,Consumer Non-Cyclicals
1870,NVTK.MM,Novatek PAO,True,Europe,Energy
1871,IS7.DE,InTiCa Systems SE,True,Europe,Industrials
1872,MTL.L,Metals Exploration PLC,True,Europe,Basic Materials
1873,ZENITHB.LG,Zenith Bank PLC,True,Africa,Financials
1874,RSTP.L,Restore PLC,True,Europe,Industrials
1875,ALCAP.PA,Capelli SA,True,Europe,Real Estate
1876,PROB.ST,Probi AB,True,Europe,Healthcare
1877,CGCBV.HE,Cargotec Corp,True,Europe,Industrials
1878,EMPR.L,Empresaria Group PLC,True,Europe,Industrials
1879,PKO.WA,Powszechna Kasa Oszczednosci Bank Polski SA,True,Europe,Financials
1880,GEO.MI,Geox SpA,True,Europe,Consumer Cyclicals
1881,AFKS.MM,AFK Sistema PAO,True,Europe,Financials
1882,CWR.L,Ceres Power Holdings PLC,True,Europe,Energy
1883,MSB.AX,Mesoblast Ltd,True,Oceania,Healthcare
1884,SSM.AX,Service Stream Ltd,True,Oceania,Industrials
1885,NEUP.WA,Neuca SA,True,Europe,Healthcare
1886,STAF.L,Staffline Group PLC,True,Europe,Industrials
1887,EMMN.S,Emmi AG,True,Europe,Consumer Non-Cyclicals
1888,CMBT.BR,CMB.TECH NV,True,Europe,Energy
1889,CCCP.WA,CCC SA,True,Europe,Consumer Cyclicals
1890,MAIH.L,Maintel Holdings PLC,True,Europe,Technology
1891,ENT.L,Entain PLC,True,Europe,Consumer Cyclicals
1892,DNA.AX,Donaco International Ltd,True,Oceania,Consumer Cyclicals
1893,NEU.AX,Neuren Pharmaceuticals Ltd,True,Oceania,Healthcare
1894,COEN.ST,Cortus Energy AB,True,Europe,Energy
1895,IAM.CS,Itissalat Al Maghrib Ste SA,True,Africa,Technology
1896,BORG.ST,Bjorn Borg AB,True,Europe,Consumer Cyclicals
1897,ARTG.DE,bet at home com AG,True,Europe,Consumer Cyclicals
1898,LXSG.DE,Lanxess AG,True,Europe,Basic Materials
1899,FPIP.ST,FormPipe Software AB,True,Europe,Technology
1900,ALMAC.HE,Alma Media Oyj,True,Europe,Technology
1901,GMG.AX,Goodman Group,True,Oceania,Real Estate
1902,IGD.MI,Immobiliare Grande Distribuzione SIIQ SpA,True,Europe,Real Estate
1903,EUR.WA,Eurocash SA,True,Europe,Consumer Non-Cyclicals
1904,ALSS.LS,Altri SGPS SA,True,Europe,Basic Materials
1905,BRK.L,Brooks Macdonald Group PLC,True,Europe,Financials
1906,DSX.N,Diana Shipping Inc,True,Europe,Industrials
1907,DESN.S,Dottikon Es Holding AG,True,Europe,Healthcare
1908,RBIV.VI,Raiffeisen Bank International AG,True,Europe,Financials
1909,AURIM.ST,Auriant Mining AB,True,Europe,Basic Materials
1910,NESTE.HE,Neste Oyj,True,Europe,Energy
1911,PCA.L,Palace Capital PLC,True,Europe,Real Estate
1912,SEK.AX,Seek Ltd,True,Oceania,Industrials
1913,YOU.L,YouGov PLC,True,Europe,Consumer Cyclicals
1914,CWY.AX,Cleanaway Waste Management Ltd,True,Oceania,Industrials
1915,NDXG.DE,Nordex SE,True,Europe,Industrials
1916,ATYM.L,Atalaya Mining PLC,True,Europe,Basic Materials
1917,BMN.AX,Bannerman Energy Ltd,True,Oceania,Energy
1918,GLPG.AS,Galapagos NV,True,Europe,Healthcare
1919,SIV.AX,Siv Capital Ltd,True,Oceania,Industrials
1920,DMP.AX,Domino's Pizza Enterprises Ltd,True,Oceania,Consumer Cyclicals
1921,SRB.L,Serabi Gold PLC,True,Europe,Basic Materials
1922,EVE.S,Evolva Holding Ltd,True,Europe,Healthcare
1923,IGG.L,IG Group Holdings PLC,True,Europe,Financials
1924,FIVEDR.MM,X5 Retail Group NV,True,Europe,Consumer Non-Cyclicals
1925,SOU.L,Sound Energy PLC,True,Europe,Energy
1926,RAYA.CA,Raya Holding for Financial Investment SAE,True,Africa,Consumer Cyclicals
1927,MTXGn.DE,MTU Aero Engines AG,True,Europe,Industrials
1928,WIHL.ST,Wihlborgs Fastigheter AB,True,Europe,Real Estate
1929,FIDELIT.LG,Fidelity Bank PLC,True,Africa,Financials
1930,SPA.L,1Spatial PLC,True,Europe,Technology
1931,TOM2.AS,TomTom NV,True,Europe,Technology
1932,AAK.ST,AAK AB (publ),True,Europe,Consumer Non-Cyclicals
1933,KNEBV.HE,Kone Oyj,True,Europe,Industrials
1934,ESNT.L,Essentra PLC,True,Europe,Industrials
1935,CMPR.OQ,Cimpress PLC,True,Europe,Industrials
1936,ALMGI.PA,Mg International SA,True,Europe,Industrials
1937,ELI.BR,Elia Group SA,True,Europe,Utilities
1938,VIGR.VI,Vienna Insurance Group Wiener Versicherung Gruppe AG,True,Europe,Financials
1939,MARR.MI,Marr SpA,True,Europe,Consumer Non-Cyclicals
1940,ALBLD.PA,Bilendi SA,True,Europe,Technology
1941,STORYb.ST,Storytel AB (publ),True,Europe,Consumer Cyclicals
1942,MOBN.S,Mobimo Holding AG,True,Europe,Real Estate
1943,ENGIE.PA,Engie SA,True,Europe,Utilities
1944,VAHN.S,Vaudoise Assurances Holding SA,True,Europe,Financials
1945,VCT.NZ,Vector Ltd,True,Oceania,Utilities
1946,SKT.NZ,SKY Network Television Ltd,True,Oceania,Consumer Cyclicals
1947,INDT.ST,Indutrade AB,True,Europe,Industrials
1948,ALFRE.PA,Freelance.com SA,True,Europe,Industrials
1949,GPEP.PA,Groupe Pizzorno Environnement SA,True,Europe,Industrials
1950,TGP.AX,360 Capital Group Ltd,True,Oceania,Financials
1951,SHEL.L,Shell PLC,True,Europe,Energy
1952,M2Z.L,Seeing Machines Ltd,True,Oceania,Technology
1953,SRC.L,Sigmaroc PLC,True,Europe,Basic Materials
1954,WBS_p.L,West Bromwich Building Society,True,Europe,Financials
1955,TRMK.MM,Trubnaya Metallurgicheskaya Kompaniya PAO,True,Europe,Basic Materials
1956,GASS.OQ,StealthGas Inc,True,Europe,Energy
1957,QCEG.H,Global PVQ SE,True,Europe,Energy
1958,IMCD.AS,IMCD NV,True,Europe,Basic Materials
1959,AMOC.CA,Alexandria Mineral Oils Co SAE,True,Africa,Energy
1960,ELFV.MM,EL5-Energo PAO,True,Europe,Utilities
1961,MNS.AX,Magnis Energy Technologies Ltd,True,Oceania,Basic Materials
1962,CTP.AX,Central Petroleum Ltd,True,Oceania,Energy
1963,EFGN.S,EFG International AG,True,Europe,Financials
1964,AMUN.PA,Amundi SA,True,Europe,Financials
1965,BRK.AX,Brookside Energy Ltd,True,Oceania,Energy
1966,MERY.PA,Mercialys SA,True,Europe,Real Estate
1967,EVOK.L,Evoke PLC,True,Europe,Consumer Cyclicals
1968,DIALD.L,Diales PLC,True,Europe,Industrials
1969,TRYG.CO,Tryg A/S,True,Europe,Financials
1970,PFC.L,Petrofac Ltd,True,Europe,Energy
1971,AUB.AX,AUB Group Ltd,True,Oceania,Financials
1972,ETL.PA,Eutelsat Communications SA,True,Europe,Technology
1973,STEMS.L,SThree PLC,True,Europe,Industrials
1974,HIK.L,Hikma Pharmaceuticals PLC,True,Europe,Healthcare
1975,ORX.ST,Orexo AB,True,Europe,Healthcare
1976,PCTN.L,Picton Property Income Ltd,True,Europe,Real Estate
1977,HBMN.S,HBM Healthcare Investments AG,True,Europe,Financials
1978,DKSH.S,DKSH Holding AG,True,Europe,Industrials
1979,PFT.AX,Pure Foods Tasmania Ltd,True,Oceania,Consumer Non-Cyclicals
1980,SXL.AX,Southern Cross Media Group Ltd,True,Oceania,Consumer Cyclicals
1981,TIP.MI,Tamburi Investment Partners SpA,True,Europe,Financials
1982,GENOb.ST,Genovis AB,True,Europe,Healthcare
1983,EML.AX,EML Payments Ltd,True,Oceania,Industrials
1984,RUL.AX,RPMGlobal Holdings Ltd,True,Oceania,Technology
1985,BVIC.L,Britvic PLC,True,Europe,Consumer Non-Cyclicals
1986,HASE.L,Hargreaves Services PLC,True,Europe,Industrials
1987,IPN.PA,Ipsen SA,True,Europe,Healthcare
1988,E5T.MI,Eurotech SpA,True,Europe,Technology
1989,BGL.AX,Bellevue Gold Ltd,True,Oceania,Basic Materials
1990,AVOL.S,Avolta AG,True,Europe,Consumer Cyclicals
1991,PARF.PA,Paris Realty Fund SA,True,Europe,Real Estate
1992,RECIV.L,Real Estate Credit Investments Ltd,True,Europe,Financials
1993,S30.PA,Solutions 30 SE,True,Europe,Technology
1994,DRX.L,Drax Group PLC,True,Europe,Utilities
1995,WEZJ.J,Wesizwe Platinum Ltd,True,Africa,Basic Materials
1996,VIVE.ST,Vivesto AB,True,Europe,Healthcare
1997,B8AG.MU,BAVARIA Industries Group AG,True,Europe,Financials
1998,TX.N,Ternium SA,True,Europe,Basic Materials
1999,QQ.L,QinetiQ Group PLC,True,Europe,Industrials
2000,GOR.AX,Gold Road Resources Ltd,True,Oceania,Basic Materials
2001,SOLG.L,SolGold PLC,True,Oceania,Basic Materials
2002,VU.PA,Vusiongroup SA,True,Europe,Technology
2003,CHN.AX,Chalice Mining Ltd,True,Oceania,Basic Materials
2004,CEVI.ST,CellaVision AB,True,Europe,Healthcare
2005,HUSQb.ST,Husqvarna AB,True,Europe,Consumer Cyclicals
2006,CHRT.L,Cohort PLC,True,Europe,Technology
2007,PGHN.S,Partners Group Holding AG,True,Europe,Financials
2008,POST.VI,Oesterreichische Post AG,True,Europe,Industrials
2009,RMV.L,Rightmove PLC,True,Europe,Technology
2010,IMPN.S,Implenia AG,True,Europe,Industrials
2011,PATGn.DE,Patrizia SE,True,Europe,Real Estate
2012,LEGD.PA,Legrand SA,True,Europe,Industrials
2013,PIA.MI,Piaggio & C SpA,True,Europe,Consumer Cyclicals
2014,PTEC.L,Playtech PLC,True,Europe,Consumer Cyclicals
2015,WCHG.DE,Wacker Chemie AG,True,Europe,Basic Materials
2016,NGI.AX,Navigator Global Investments Ltd,True,Oceania,Financials
2017,DWNG.DE,Deutsche Wohnen SE,True,Europe,Real Estate
2018,TMGT.L,Mission Group PLC,True,Europe,Consumer Cyclicals
2019,CATE.ST,Catena AB,True,Europe,Real Estate
2020,RECSI.OL,REC Silicon ASA,True,Europe,Basic Materials
2021,HICL.L,HICL Infrastructure PLC,True,Europe,Financials
2022,ALPRO.PA,Prodware SA,True,Europe,Technology
2023,ALNXT.PA,Nextedia SA,True,Europe,Technology
2024,F3CG.DE,SFC Energy AG,True,Europe,Energy
2025,AKE.PA,Arkema SA,True,Europe,Basic Materials
2026,ZUMV.VI,Zumtobel Group AG,True,Europe,Industrials
2027,KCOGn.DE,Kloeckner & Co SE,True,Europe,Basic Materials
2028,CLIG.L,City of London Investment Group PLC,True,Europe,Financials
2029,MBBG.DE,MBB SE,True,Europe,Industrials
2030,PPS.AX,Praemium Ltd,True,Oceania,Technology
2031,MGNT.MM,Magnit PAO,True,Europe,Consumer Non-Cyclicals
2032,HTGR.L,H & T Group PLC,True,Europe,Financials
2033,DIOS.ST,Dios Fastigheter AB,True,Europe,Real Estate
2034,V6CG.DE,Viscom SE,True,Europe,Industrials
2035,ADP.PA,Aeroports de Paris SA,True,Europe,Industrials
2036,OKDBV.HE,Oriola Oyj,True,Europe,Healthcare
2037,IES.L,Invinity Energy Systems PLC,True,Europe,Industrials
2038,VLTSA.PA,Voltalia SA,True,Europe,Utilities
2039,CMCX.L,CMC Markets PLC,True,Europe,Financials
2040,BCHN.S,Burckhardt Compression Holding AG,True,Europe,Industrials
2041,WACGn.DE,Wacker Neuson SE,True,Europe,Industrials
2042,RFG.AX,Retail Food Group Ltd,True,Oceania,Consumer Non-Cyclicals
2043,B5A0n.H,Bauer AG,True,Europe,Basic Materials
2044,PLZL.MM,Polyus PAO,True,Europe,Basic Materials
2045,CAJ.AX,Capitol Health Ltd,True,Oceania,Healthcare
2046,ETM.AX,Energy Transition Minerals Ltd,True,Oceania,Basic Materials
2047,D6HG.DE,Datagroup SE,True,Europe,Technology
2048,LNA.PA,LNA Sante SA,True,Europe,Healthcare
2049,O5G.DE,CPI Property Group SA,True,Europe,Real Estate
2050,CLTN.S,Coltene Holding AG,True,Europe,Healthcare
2051,SWDY.CA,El Sewedy Electric Co SAE,True,Africa,Industrials
2052,ALUPG.PA,Upergy,True,Europe,Industrials
2053,VVAGk.F,Vivanco Gruppe AG,True,Europe,Technology
2054,JSEJ.J,JSE Ltd,True,Africa,Financials
2055,MPO.L,Macau Property Opportunities Fund Ltd,True,Europe,Financials
2056,HOCN.S,Hocn Ltd,True,Europe,Consumer Non-Cyclicals
2057,METSO.HE,Metso Oyj,True,Europe,Industrials
2058,PARRO.PA,Parrot SA,True,Europe,Technology
2059,TRE.MC,Tecnicas Reunidas SA,True,Europe,Industrials
2060,CHC.AX,Charter Hall Group,True,Oceania,Real Estate
2061,AR40k.H,AUR Portfolio III SE & Co KgaA,True,Europe,Financials
2062,OXUR.BR,Oxurion NV,True,Europe,Healthcare
2063,IPH.PA,Innate Pharma SA,True,Europe,Healthcare
2064,ROSN.MM,NK Rosneft' PAO,True,Europe,Energy
2065,EHL.AX,Emeco Holdings Ltd,True,Oceania,Industrials
2066,ORNBV.HE,Orion Oyj,True,Europe,Healthcare
2067,AUSS.OL,Austevoll Seafood ASA,True,Europe,Consumer Non-Cyclicals
2068,PROT.OL,Protector Forsikring ASA,True,Europe,Financials
2069,ALMDG.PA,Mgi Digital Technology SA,True,Europe,Industrials
2070,MIN.AX,Mineral Resources Ltd,True,Oceania,Basic Materials
2071,GEA1.WA,Grenevia SA,True,Europe,Basic Materials
2072,ABDN.L,Abrdn PLC,True,Europe,Financials
2073,RIS.CS,Risma SA,True,Africa,Consumer Cyclicals
2074,ADH.CS,Douja Promotion Groupe Addoha SA,True,Africa,Real Estate
2075,UPRO.MM,Yunipro PAO,True,Europe,Utilities
2076,O4BG.DE,OVB Holding AG,True,Europe,Financials
2077,EQTY.NR,Equity Group Holdings Ltd,True,Africa,Financials
2078,DMRE.DE,Demire Deutsche Mittelstand Real Estate AG,True,Europe,Real Estate
2079,BGN.MI,Banca Generali SpA,True,Europe,Financials
2080,AMA.AX,AMA Group Ltd,True,Oceania,Consumer Non-Cyclicals
2081,SVR.AX,Solvar Ltd,True,Oceania,Financials
2082,SNWS.L,Smiths News PLC,True,Europe,Consumer Cyclicals
2083,CE2G.H,CropEnergies AG,True,Europe,Energy
2084,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),True,Europe,Healthcare
2085,M5ZG.DE,Manz AG,True,Europe,Technology
2086,M4N.H,Give AG,True,Europe,Industrials
2087,ASHM.L,Ashmore Group PLC,True,Europe,Financials
2088,RENE.LS,REN Redes Energeticas Nacionais SGPS S A,True,Europe,Utilities
2089,VBKG.DE,Verbio SE,True,Europe,Energy
2090,ETI.LG,Ecobank Transnational Incorporated SA,True,Africa,Financials
2091,DAC.N,Danaos Corp,True,Europe,Industrials
2092,MONTE.BR,Montea NV,True,Europe,Real Estate
2093,DNLM.L,Dunelm Group PLC,True,Europe,Consumer Cyclicals
2094,MTIE.CA,MM Group for Industry and International Trade SAE,True,Africa,Consumer Cyclicals
2095,TLSG.LJ,Telekom Slovenije dd,True,Europe,Technology
2096,ESUN.S,Edisun Power Europe AG,True,Europe,Utilities
2097,KIOJ.J,Kumba Iron Ore Ltd,True,Africa,Basic Materials
2098,G5EN.ST,G5 Entertainment AB (publ),True,Europe,Technology
2099,AOO.BR,Aedifica NV,True,Europe,Real Estate
2100,B7EG.DE,Blue Cap AG,True,Europe,Financials
2101,GALP.LS,Galp Energia SGPS SA,True,Europe,Energy
2102,AKVA.OL,Akva Group ASA,True,Europe,Consumer Non-Cyclicals
2103,HOCM.L,Hochschild Mining PLC,True,Europe,Basic Materials
2104,AGL.AX,AGL Energy Ltd,True,Oceania,Utilities
2105,RASP.MM,Raspadskaya PAO,True,Europe,Energy
2106,SANN.S,Santhera Pharmaceuticals Holding AG,True,Europe,Healthcare
2107,AFTJ.J,Afrimat Ltd,True,Africa,Basic Materials
2108,CHIM.BB,Chimimport AD,True,Europe,Financials
2109,MBTN.S,Meyer Burger Technology AG,True,Europe,Energy
2110,AER.N,AerCap Holdings NV,True,Europe,Industrials
2111,SY1G.DE,Symrise AG,True,Europe,Basic Materials
2112,LOM.AX,Lucapa Diamond Co Ltd,True,Oceania,Basic Materials
2113,BCI.AX,BCI Minerals Ltd,True,Oceania,Basic Materials
2114,INPP.L,International Public Partnerships Ltd,True,Europe,Financials
2115,NWOn.H,New Work SE,True,Europe,Technology
2116,NTGG.DE,Nabaltec AG,True,Europe,Basic Materials
2117,BEGR.ST,BE Group AB (publ),True,Europe,Basic Materials
2118,CLARI.PA,Clariane SE,True,Europe,Healthcare
2119,FPHG.DE,Francotyp Postalia Holding AG,True,Europe,Technology
2120,LTR.AX,Liontown Resources Ltd,True,Oceania,Basic Materials
2121,LSL.L,LSL Property Services PLC,True,Europe,Real Estate
2122,NWRN.S,Newron Pharmaceuticals SpA,True,Europe,Healthcare
2123,ASCI.MI,Ascopiave SpA,True,Europe,Utilities
2124,HUM.AX,Humm Group Ltd,True,Oceania,Financials
2125,CHEMM.CO,Chemometec A/S,True,Europe,Healthcare
2126,ZEDJ.J,Zeder Investments Ltd,True,Africa,Financials
2127,SEAN.BN,Swiss Estates AG,True,Europe,Real Estate
2128,LIAB.ST,Lindab International AB,True,Europe,Industrials
2129,VTU.L,Vertu Motors PLC,True,Europe,Consumer Cyclicals
2130,QUB.AX,Qube Holdings Ltd,True,Oceania,Industrials
2131,GNFT.PA,Genfit SA,True,Europe,Healthcare
2132,ICEAIR.IC,Icelandair Group hf,True,Europe,Industrials
2133,AKRBP.OL,Aker BP ASA,True,Europe,Energy
2134,MONB.BB,Monbat AD,True,Europe,Industrials
2135,ALCLS.PA,Cellectis SA,True,Europe,Healthcare
2136,DRI.CS,DARI Couspate SA,True,Africa,Consumer Non-Cyclicals
2137,FBR.CS,Fenie Brossette Ste SA,True,Africa,Industrials
2138,HPS.CS,Hightech Payment Systems SA,True,Africa,Technology
2139,GEMD.L,Gem Diamonds Ltd,True,Europe,Basic Materials
2140,ALISP.PA,ISPD Network SA,True,Europe,Consumer Cyclicals
2141,ASCE.BR,Ascencio SA,True,Europe,Real Estate
2142,AOXG.DE,alstria office REIT AG,True,Europe,Real Estate
2143,EVKn.DE,Evonik Industries AG,True,Europe,Basic Materials
2144,SAFE.L,Safestore Holdings PLC,True,Europe,Real Estate
2145,H9YG.H,HanseYachts AG,True,Europe,Consumer Cyclicals
2146,COPN.S,Cosmo Pharmaceuticals NV,True,Europe,Healthcare
2147,VZN.S,VZ Holding AG,True,Europe,Financials
2148,FRAS.L,Frasers Group PLC,True,Europe,Consumer Cyclicals
2149,SKAN.S,SKAN Group AG,True,Europe,Healthcare
2150,FNTGn.DE,freenet AG,True,Europe,Technology
2151,PHDC.CA,Palm Hills Development Company SAE,True,Africa,Real Estate
2152,SBU.UG,Stanbic Uganda Holdings Ltd,True,Africa,Financials
2153,DWY.CS,Disway SA,True,Africa,Technology
2154,INV.CS,Involys SA,True,Africa,Technology
2155,DVP.AX,Develop Global Ltd,True,Oceania,Basic Materials
2156,OGUNb.ST,Ogunsen AB (publ),True,Europe,Industrials
2157,RBXJ.J,Raubex Group Ltd,True,Africa,Industrials
2158,3IN.L,3I Infrastructure PLC,True,Europe,Financials
2159,BHMG.L,BH Macro Ltd,True,Europe,Financials
2160,JAZZ.OQ,Jazz Pharmaceuticals PLC,True,Europe,Healthcare
2161,SW.N,Smurfit WestRock PLC,True,Europe,Basic Materials
2162,TEL.N,TE Connectivity PLC,True,Europe,Technology
2163,RXL.PA,Rexel SA,True,Europe,Industrials
2164,AFEN.L,AFC Energy PLC,True,Europe,Energy
2165,BOUV.OL,Bouvet ASA,True,Europe,Technology
2166,SALM.OL,SalMar ASA,True,Europe,Consumer Non-Cyclicals
2167,NAN.AX,Nanosonics Ltd,True,Oceania,Healthcare
2168,AMI.AX,Aurelia Metals Ltd,True,Oceania,Basic Materials
2169,VTBR.MM,Bank VTB PAO,True,Europe,Financials
2170,CIA.AX,Champion Iron Ltd,True,Oceania,Basic Materials
2171,GXIG.DE,Gerresheimer AG,True,Europe,Healthcare
2172,B7C.MI,d'Amico International Shipping SA,True,Europe,Energy
2173,HRGV.L,Hargreaves Lansdown PLC,True,Europe,Financials
2174,PRY.MI,Prysmian SpA,True,Europe,Industrials
2175,SRET.L,Sirius Real Estate Ltd,True,Europe,Real Estate
2176,ADXN.S,Addex Therapeutics Ltd,True,Europe,Healthcare
2177,GSFG.OL,Grieg Seafood ASA,True,Europe,Consumer Non-Cyclicals
2178,NMAN.ST,Nederman Holding AB,True,Europe,Industrials
2179,PTM.AX,Platinum Asset Management Ltd,True,Oceania,Financials
2180,NAXS.ST,NAXS AB (publ),True,Europe,Financials
2181,FNOX.ST,Fortnox AB,True,Europe,Technology
2182,WHC.AX,Whitehaven Coal Ltd,True,Oceania,Energy
2183,ALVER.PA,Vergnet Vsa SA,True,Europe,Energy
2184,HFG.L,Hilton Food Group PLC,True,Europe,Consumer Non-Cyclicals
2185,ARGAN.PA,Argan SA,True,Europe,Real Estate
2186,MOL.MI,Moltiply Group SpA,True,Europe,Financials
2187,ZV.MI,Zignago Vetro SpA,True,Europe,Basic Materials
2188,GOZ.AX,Growthpoint Properties Australia Ltd,True,Oceania,Real Estate
2189,BOE.AX,Boss Energy Ltd,True,Oceania,Energy
2190,OGN.I,Origin Enterprises PLC,True,Europe,Consumer Non-Cyclicals
2191,XRO.AX,Xero Ltd,True,Oceania,Technology
2192,ST5G.DE,Steico SE,True,Europe,Basic Materials
2193,PNI.AX,Pinnacle Investment Management Group Ltd,True,Oceania,Financials
2194,KTCG.VI,Kapsch Trafficcom AG,True,Europe,Technology
2195,FXPO.L,Ferrexpo PLC,True,Europe,Basic Materials
2196,MYX.AX,Mayne Pharma Group Ltd,True,Oceania,Healthcare
2197,VLS.PA,Valneva SE,True,Europe,Healthcare
2198,GBCO.CA,GB Auto SAE,True,Africa,Consumer Cyclicals
2199,HUB.AX,Hub24 Ltd,True,Oceania,Financials
2200,SLRS.MC,Solaria Energia y Medio Ambiente SA,True,Europe,Utilities
2201,ALM.MC,Almirall SA,True,Europe,Healthcare
2202,MNDI.L,Mondi PLC,True,Europe,Basic Materials
2203,FOBANK.CO,Foeroya Banki P/F,True,Europe,Financials
2204,IPF.L,International Personal Finance PLC,True,Europe,Financials
2205,AGNr.AT,Aegean Airlines SA,True,Europe,Industrials
2206,SRV1V.HE,SRV Yhtiot Oyj,True,Europe,Industrials
2207,HPOLb.ST,Hexpol AB,True,Europe,Basic Materials
2208,70TD.L,British Telecommunications PLC,True,Europe,Technology
2209,HLMJ.J,Hulamin Ltd,True,Africa,Basic Materials
2210,ETGG.DE,Envitec Biogas AG,True,Europe,Utilities
2211,A4N.AX,Alpha HPA Ltd,True,Oceania,Basic Materials
2212,SYR.AX,Syrah Resources Ltd,True,Oceania,Basic Materials
2213,DIAS.MI,DiaSorin SpA,True,Europe,Healthcare
2214,SFQ.DE,Saf-Holland Se,True,Europe,Consumer Cyclicals
2215,MONY.L,MONY Group PLC,True,Europe,Technology
2216,GETP.PA,Getlink SE,True,Europe,Industrials
2217,PPH.L,PPHE Hotel Group Ltd,True,Europe,Consumer Cyclicals
2218,AEF.MI,Aeffe SpA,True,Europe,Consumer Cyclicals
2219,PLS.AX,Pilbara Minerals Ltd,True,Oceania,Basic Materials
2220,HHFGn.DE,Hamburger Hafen und Logistik AG,True,Europe,Industrials
2221,BIA.MI,Bialetti Industrie SpA,True,Europe,Consumer Cyclicals
2222,37B.MI,B&C Speakers SpA,True,Europe,Technology
2223,AMG.AS,AMG Critical Materials NV,True,Europe,Basic Materials
2224,BVI.PA,Bureau Veritas SA,True,Europe,Industrials
2225,2GBG.DE,2G Energy AG,True,Europe,Industrials
2226,NXR.L,Norcros PLC,True,Europe,Consumer Cyclicals
2227,CRADb.ST,C Rad AB,True,Europe,Healthcare
2228,NBPE.L,NB Private Equity Partners Ltd,True,Europe,Financials
2229,QCAP.BN,Q Capital AG,True,Europe,Financials
2230,GMD.AX,Genesis Minerals Ltd,True,Oceania,Basic Materials
2231,TYA.MI,Toscana Aeroporti SpA,True,Europe,Industrials
2232,SSKJ.J,Stefanutti Stocks Holdings Ltd,True,Africa,Industrials
2233,ENDUR.OL,Endur ASA,True,Europe,Industrials
2234,HP3An.DE,Ringmetall SE,True,Europe,Industrials
2235,NWH.AX,NRW Holdings Ltd,True,Oceania,Industrials
2236,HNSA.ST,Hansa Biopharma AB,True,Europe,Healthcare
2237,LCL.AX,LCL Resources Ltd,True,Oceania,Basic Materials
2238,CRW.L,Craneware PLC,True,Europe,Technology
2239,HYQGn.DE,Hypoport SE,True,Europe,Technology
2240,DOTD.L,dotDigital Group PLC,True,Europe,Technology
2241,CTNGk.F,Centrotherm International AG,True,Europe,Energy
2242,WPAY.ST,Westpay AB,True,Europe,Technology
2243,RAILG.ST,Railcare Group AB,True,Europe,Industrials
2244,FAGRO.BR,Fagron NV,True,Europe,Healthcare
2245,CABK.MC,CaixaBank SA,True,Europe,Financials
2246,IPD.AX,ImpediMed Ltd,True,Oceania,Healthcare
2247,CVSG.L,CVS Group PLC,True,Europe,Healthcare
2248,SYSR.ST,Systemair AB,True,Europe,Industrials
2249,NYR.BR,Nyrstar NV,True,Europe,Basic Materials
2250,UBXN.S,U Blox Holding AG,True,Europe,Technology
2251,TRCS.L,Tracsis PLC,True,Europe,Technology
